g6.t1_1	BRAKERILHT00000001257_1
g5867.t1_1	BRAKERILHT00000008607_1
g5868.t1_1	BRAKERILHT00000009981_1
g5869.t1_1	BRAKERILHT00000009547_1
g5871.t1_1	BRAKERILHT00000008912_1
g5872.t1_1	BRAKERILHT00000009312_1
g5873.t2_1	BRAKERILHT00000003587_1
g5874.t1_1	BRAKERILHT00000009835_1
g5875.t1_1	BRAKERILHT00000010185_1
g5876.t1_1	BRAKERILHT00000008843_1
g5877.t1_1	BRAKERILHT00000009275_1
g5878.t1_1	BRAKERILHT00000009732_1
g5879.t1_1	BRAKERILHT00000008993_1
g5880.t1_1	BRAKERILHT00000010289_1
g5882.t1_1	BRAKERILHT00000008751_1
g5883.t1_1	BRAKERILHT00000010075_1
g5884.t1_1	BRAKERILHT00000009629_1
g5885.t1_1	BRAKERILHT00000008572_1
g5886.t1_1	BRAKERILHT00000008982_1
g5887.t1_1	BRAKERILHT00000010407_1
g5888.t1_1	BRAKERILHT00000008489_1
g5889.t2_1	BRAKERILHT00000009489_1
g5890.t2_1	BRAKERILHT00000008638_1
g5891.t2_1	BRAKERILHT00000009256_1
g5892.t1_1	BRAKERILHT00000008858_1
g5893.t1_1	BRAKERILHT00000010359_1
g5894.t1_1	BRAKERILHT00000009816_1
g5895.t1_1	BRAKERILHT00000008532_1
g5896.t2_1	BRAKERILHT00000008493_1
g5898.t1_1	BRAKERILHT00000009029_1
g5899.t1_1	BRAKERILHT00000010120_1
g5907.t1_1	BRAKERILHT00000009392_1
g5908.t1_1	BRAKERILHT00000009325_1
g5909.t1_1	BRAKERILHT00000008984_1
g5910.t1_1	BRAKERILHT00000008576_1
g5911.t1_1	BRAKERILHT00000010283_1
g5912.t1_1	BRAKERILHT00000009590_1
g5913.t1_1	BRAKERILHT00000009368_1
g5914.t1_1	BRAKERILHT00000008747_1
g5915.t1_1	BRAKERILHT00000010306_1
g5916.t2_1	BRAKERILHT00000009522_1
g5917.t1_1	BRAKERILHT00000009869_1
g5918.t1_1	BRAKERILHT00000009583_1
g5919.t1_1	BRAKERILHT00000009268_1
g5920.t1_1	BRAKERILHT00000010398_1
g5921.t1_1	BRAKERILHT00000009670_1
g5922.t1_1	BRAKERILHT00000009019_1
g5923.t1_1	BRAKERILHT00000010140_1
g5924.t1_1	BRAKERILHT00000008768_1
g5925.t1_1	BRAKERILHT00000010166_1
g5926.t1_1	BRAKERILHT00000010103_1
g5929.t1_1	BRAKERILHT00000009137_1
g5930.t2_1	BRAKERILHT00000009579_1
g5931.t1_1	BRAKERILHT00000010020_1
g5932.t1_1	BRAKERILHT00000010142_1
g5937.t1_1	BRAKERILHT00000009004_1
g5939.t1_1	BRAKERILHT00000017123_1
g5941.t1_1	BRAKERILHT00000010403_1
g5942.t2_1	BRAKERILHT00000009890_1
g5943.t2_1	BRAKERILHT00000009343_1
g5945.t2_1	BRAKERILHT00000008752_1
g5946.t1_1	BRAKERILHT00000009758_1
g5947.t1_1	BRAKERILHT00000009528_1
g5948.t1_1	BRAKERILHT00000010054_1
g5949.t1_1	BRAKERILHT00000008503_1
g5950.t1_1	BRAKERILHT00000009817_1
g5951.t1_1	BRAKERILHT00000009412_1
g5952.t3_1	BRAKERILHT00000008746_1
g5953.t1_1	BRAKERILHT00000010254_1
g5954.t1_1	BRAKERILHT00000008989_1
g5955.t1_1	BRAKERILHT00000008565_1
g5956.t1_1	BRAKERILHT00000008903_1
g5957.t1_1	BRAKERILHT00000010371_1
g5958.t1_1	BRAKERILHT00000008804_1
g5960.t1_1	BRAKERILHT00000009879_1
g5961.t1_1	BRAKERILHT00000009520_1
g5962.t2_1	BRAKERILHT00000008505_1
g5963.t1_1	BRAKERILHT00000009566_1
g5964.t1_1	BRAKERILHT00000009709_1
g5965.t1_1	BRAKERILHT00000008710_1
g5966.t1_1	BRAKERILHT00000008974_1
g5967.t1_1	BRAKERILHT00000008589_1
g5968.t1_1	BRAKERILHT00000009965_1
g5969.t1_1	BRAKERILHT00000010178_1
g5970.t1_1	BRAKERILHT00000009515_1
g5971.t1_1	BRAKERILHT00000008978_1
g5972.t1_1	BRAKERILHT00000010064_1
g5973.t1_1	BRAKERILHT00000009937_1
g5974.t1_1	BRAKERILHT00000008634_1
g5975.t1_1	BRAKERILHT00000010187_1
g5977.t1_1	BRAKERILHT00000009371_1
g5978.t2_1	BRAKERILHT00000008828_1
g5980.t3_1	BRAKERILHT00000009509_1
g5981.t1_1	BRAKERILHT00000009135_1
g5982.t1_1	BRAKERILHT00000009071_1
g5983.t2_1	BRAKERILHT00000009934_1
g5984.t2_1	BRAKERILHT00000008859_1
g5985.t1_1	BRAKERILHT00000009718_1
g5986.t1_1	BRAKERILHT00000008664_1
g5988.t1_1	BRAKERILHT00000008952_1
g5989.t2_1	BRAKERILHT00000009978_1
g5990.t1_1	BRAKERILHT00000009538_1
g5991.t1_1	BRAKERILHT00000009124_1
g5992.t1_1	BRAKERILHT00000008711_1
g5993.t1_1	BRAKERILHT00000010211_1
g5994.t1_1	BRAKERILHT00000010072_1
g5998.t1_1	BRAKERILHT00000009065_1
g6000.t1_1	BRAKERILHT00000009379_1
g6001.t1_1	BRAKERILHT00000009836_1
g6002.t1_1	BRAKERILHT00000009654_1
g6005.t2_1	BRAKERILHT00000010130_1
g6006.t1_1	BRAKERILHT00000009544_1
g6007.t1_1	BRAKERILHT00000010295_1
g6008.t1_1	BRAKERILHT00000008914_1
g6009.t1_1	BRAKERILHT00000009202_1
g6013.t2_1	BRAKERILHT00000009779_1
g6014.t1_1	BRAKERILHT00000010408_1
g6015.t1_1	BRAKERILHT00000008585_1
g6016.t1_1	BRAKERILHT00000009189_1
g6019.t1_1	BRAKERILHT00000009276_1
g6021.t1_1	BRAKERILHT00000016826_1
g6022.t1_1	BRAKERILHT00000008481_1
g6026.t1_1	BRAKERILHT00000009570_1
g6027.t1_1	BRAKERILHT00000009608_1
g6028.t1_1	BRAKERILHT00000009178_1
g6029.t1_1	BRAKERILHT00000009842_1
g6031.t1_1	BRAKERILHT00000009396_1
g6032.t1_1	BRAKERILHT00000010282_1
g6033.t1_1	BRAKERILHT00000008929_1
g6034.t2_1	BRAKERILHT00000010134_1
g6035.t1_1	BRAKERILHT00000009449_1
g6036.t1_1	BRAKERILHT00000009898_1
g6037.t1_1	BRAKERILHT00000010227_1
g6039.t1_1	BRAKERILHT00000008817_1
g6040.t1_1	BRAKERILHT00000009988_1
g6042.t1_1	BRAKERILHT00000015301_1
g6048.t1_1	BRAKERILHT00000017470_1
g6050.t1_1	BRAKERILHT00000008958_1
g6055.t1_1	BRAKERILHT00000010276_1
g6056.t1_1	BRAKERILHT00000009748_1
g6060.t1_1	BRAKERILHT00000010223_1
g6065.t1_1	BRAKERILHT00000010300_1
g6067.t1_1	BRAKERILHT00000015668_1
g6069.t1_1	BRAKERILHT00000008998_1
g6074.t1_1	BRAKERILHT00000008877_1
g6078.t1_1	BRAKERILHT00000010281_1
g6081.t1_1	BRAKERILHT00000008232_1
g6082.t1_1	BRAKERILHT00000008737_1
g6083.t2_1	BRAKERILHT00000010311_1
g6085.t2_1	BRAKERILHT00000009885_1
g6086.t1_1	BRAKERILHT00000009462_1
g6088.t2_1	BRAKERILHT00000009554_1
g6090.t1_1	BRAKERILHT00000009093_1
g6091.t1_1	BRAKERILHT00000009406_1
g6092.t1_1	BRAKERILHT00000010108_1
g6093.t1_1	BRAKERILHT00000009265_1
g6094.t1_1	BRAKERILHT00000008968_1
g6096.t1_1	BRAKERILHT00000007084_1
g6097.t1_1	BRAKERILHT00000009531_1
g6098.t1_1	BRAKERILHT00000009662_1
g6100.t1_1	BRAKERILHT00000018072_1
g6102.t1_1	BRAKERILHT00000009628_1
g6103.t1_1	BRAKERILHT00000008544_1
g6104.t1_1	BRAKERILHT00000009218_1
g6105.t1_1	BRAKERILHT00000009912_1
g6107.t2_1	BRAKERILHT00000009491_1
g6108.t1_1	BRAKERILHT00000009208_1
g6109.t2_1	BRAKERILHT00000010303_1
g6110.t2_1	BRAKERILHT00000008787_1
g6111.t1_1	BRAKERILHT00000009861_1
g6112.t1_1	BRAKERILHT00000009038_1
g6113.t1_1	BRAKERILHT00000001569_1
g6114.t1_1	BRAKERILHT00000009935_1
g6115.t1_1	BRAKERILHT00000008487_1
g6116.t1_1	BRAKERILHT00000010292_1
g6117.t1_1	BRAKERILHT00000008606_1
g6118.t1_1	BRAKERILHT00000008831_1
g6119.t1_1	BRAKERILHT00000008519_1
g6120.t1_1	BRAKERILHT00000009162_1
g6121.t1_1	BRAKERILHT00000009577_1
g6122.t1_1	BRAKERILHT00000008808_1
g6124.t1_1	BRAKERILHT00000009330_1
g6125.t1_1	BRAKERILHT00000009737_1
g6127.t2_1	BRAKERILHT00000009341_1
g6142.t1_1	BRAKERILHT00000009698_1
g6143.t1_1	BRAKERILHT00000009389_1
g6144.t1_1	BRAKERILHT00000009650_1
g6145.t1_1	BRAKERILHT00000010317_1
g6146.t1_1	BRAKERILHT00000009637_1
g6147.t1_1	BRAKERILHT00000010220_1
g6148.t1_1	BRAKERILHT00000009932_1
g6149.t1_1	BRAKERILHT00000009355_1
g6150.t1_1	BRAKERILHT00000010201_1
g6152.t1_1	BRAKERILHT00000009791_1
g6153.t1_1	BRAKERILHT00000015223_1
g6154.t1_1	BRAKERILHT00000009345_1
g6155.t2_1	BRAKERILHT00000009306_1
g6156.t1_1	BRAKERILHT00000009095_1
g6157.t1_1	BRAKERILHT00000009537_1
g6159.t1_1	BRAKERILHT00000009094_1
g6160.t2_1	BRAKERILHT00000008908_1
g6161.t1_1	BRAKERILHT00000009986_1
g6162.t1_1	BRAKERILHT00000009314_1
g6163.t1_1	BRAKERILHT00000008909_1
g6164.t1_1	BRAKERILHT00000008684_1
g6165.t1_1	BRAKERILHT00000009054_1
g6166.t1_1	BRAKERILHT00000008578_1
g6167.t1_1	BRAKERILHT00000009982_1
g6168.t1_1	BRAKERILHT00000009806_1
g6169.t1_1	BRAKERILHT00000010149_1
g6170.t1_1	BRAKERILHT00000009603_1
g6171.t1_1	BRAKERILHT00000009575_1
g6176.t1_1	BRAKERILHT00000010179_1
g6177.t1_1	BRAKERILHT00000015641_1
g6178.t2_1	BRAKERILHT00000009815_1
g6179.t1_1	BRAKERILHT00000010365_1
g6184.t2_1	BRAKERILHT00000008497_1
g6185.t1_1	BRAKERILHT00000009037_1
g6189.t1_1	BRAKERILHT00000009612_1
g6190.t1_1	BRAKERILHT00000010172_1
g6191.t3_1	BRAKERILHT00000009241_1
g6194.t1_1	BRAKERILHT00000010100_1
g6195.t1_1	BRAKERILHT00000009216_1
g6196.t1_1	BRAKERILHT00000010390_1
g6197.t1_1	BRAKERILHT00000009950_1
g6198.t1_1	BRAKERILHT00000010346_1
g6200.t1_1	BRAKERILHT00000008488_1
g6202.t1_1	BRAKERILHT00000009799_1
g6203.t1_1	BRAKERILHT00000008648_1
g6204.t1_1	BRAKERILHT00000008933_1
g6205.t1_1	BRAKERILHT00000009105_1
g6206.t1_1	BRAKERILHT00000010267_1
g6207.t1_1	BRAKERILHT00000009927_1
g6211.t1_1	BRAKERILHT00000009677_1
g6212.t1_1	BRAKERILHT00000008622_1
g6213.t1_1	BRAKERILHT00000009790_1
g6214.t4_1	BRAKERILHT00000008942_1
g6215.t1_1	BRAKERILHT00000008552_1
g6216.t1_1	BRAKERILHT00000009951_1
g6220.t1_1	BRAKERILHT00000009066_1
g6223.t1_1	BRAKERILHT00000008999_1
g6225.t1_1	BRAKERILHT00000009772_1
g6227.t1_1	BRAKERILHT00000010189_1
g6228.t2_1	BRAKERILHT00000009151_1
g6229.t1_1	BRAKERILHT00000009587_1
g6231.t1_1	BRAKERILHT00000008836_1
g6232.t1_1	BRAKERILHT00000009242_1
g6233.t1_1	BRAKERILHT00000008826_1
g6235.t1_1	BRAKERILHT00000008729_1
g6236.t1_1	BRAKERILHT00000009634_1
g6237.t1_1	BRAKERILHT00000008557_1
g6238.t1_1	BRAKERILHT00000010011_1
g6241.t1_1	BRAKERILHT00000008582_1
g6243.t1_1	BRAKERILHT00000009122_1
g6245.t1_1	BRAKERILHT00000009734_1
g6246.t1_1	BRAKERILHT00000009017_1
g6247.t2_1	BRAKERILHT00000008797_1
g6249.t1_1	BRAKERILHT00000010170_1
g6250.t1_1	BRAKERILHT00000010339_1
g6251.t1_1	BRAKERILHT00000008520_1
g6252.t1_1	BRAKERILHT00000009466_1
g6253.t1_1	BRAKERILHT00000010007_1
g6254.t1_1	BRAKERILHT00000008887_1
g6255.t1_1	BRAKERILHT00000009393_1
g6256.t1_1	BRAKERILHT00000009469_1
g6257.t2_1	BRAKERILHT00000009365_1
g6258.t1_1	BRAKERILHT00000009571_1
g6259.t1_1	BRAKERILHT00000009696_1
g6260.t1_1	BRAKERILHT00000010396_1
g6261.t1_1	BRAKERILHT00000009551_1
g6262.t2_1	BRAKERILHT00000008709_1
g6265.t1_1	BRAKERILHT00000008740_1
g6266.t2_1	BRAKERILHT00000008601_1
g6267.t1_1	BRAKERILHT00000009116_1
g6268.t1_1	BRAKERILHT00000009940_1
g6269.t2_1	BRAKERILHT00000008546_1
g6270.t1_1	BRAKERILHT00000009335_1
g6271.t2_1	BRAKERILHT00000010090_1
g6272.t1_1	BRAKERILHT00000008994_1
g6273.t1_1	BRAKERILHT00000009155_1
g6274.t1_1	BRAKERILHT00000010197_1
g6275.t1_1	BRAKERILHT00000010044_1
g6280.t1_1	BRAKERILHT00000008640_1
g6281.t1_1	BRAKERILHT00000010097_1
g6282.t1_1	BRAKERILHT00000009328_1
g6283.t1_1	BRAKERILHT00000009871_1
g6285.t1_1	BRAKERILHT00000008796_1
g6288.t1_1	BRAKERILHT00000009669_1
g6289.t1_1	BRAKERILHT00000009976_1
g6290.t1_1	BRAKERILHT00000009632_1
g6291.t1_1	BRAKERILHT00000008688_1
g6292.t1_1	BRAKERILHT00000009228_1
g6293.t2_1	BRAKERILHT00000009763_1
g6294.t2_1	BRAKERILHT00000010301_1
g6296.t1_1	BRAKERILHT00000010302_1
g6297.t1_1	BRAKERILHT00000009006_1
g6298.t1_1	BRAKERILHT00000010093_1
g6299.t1_1	BRAKERILHT00000010198_1
g6300.t1_1	BRAKERILHT00000009906_1
g6301.t2_1	BRAKERILHT00000008762_1
g6303.t1_1	BRAKERILHT00000009501_1
g6304.t2_1	BRAKERILHT00000009717_1
g6305.t1_1	BRAKERILHT00000010152_1
g6306.t1_1	BRAKERILHT00000009370_1
g6307.t1_1	BRAKERILHT00000009433_1
g6308.t2_1	BRAKERILHT00000010340_1
g6309.t1_1	BRAKERILHT00000008946_1
g6310.t1_1	BRAKERILHT00000010213_1
g6311.t1_1	BRAKERILHT00000010030_1
g6312.t1_1	BRAKERILHT00000009824_1
g6313.t1_1	BRAKERILHT00000008904_1
g6314.t1_1	BRAKERILHT00000009211_1
g6315.t2_1	BRAKERILHT00000009766_1
g6316.t1_1	BRAKERILHT00000008580_1
g6317.t1_1	BRAKERILHT00000009313_1
g6318.t1_1	BRAKERILHT00000009323_1
g6319.t1_1	BRAKERILHT00000009136_1
g6322.t1_1	BRAKERILHT00000009387_1
g6323.t1_1	BRAKERILHT00000008855_1
g6325.t2_1	BRAKERILHT00000010236_1
g6326.t1_1	BRAKERILHT00000009687_1
g6327.t1_1	BRAKERILHT00000008548_1
g6330.t1_1	BRAKERILHT00000008883_1
g6331.t1_1	BRAKERILHT00000009360_1
g6332.t1_1	BRAKERILHT00000009644_1
g6333.t1_1	BRAKERILHT00000010391_1
g6335.t1_1	BRAKERILHT00000010005_1
g6336.t1_1	BRAKERILHT00000010208_1
g6337.t1_1	BRAKERILHT00000009180_1
g6338.t1_1	BRAKERILHT00000009026_1
g6339.t2_1	BRAKERILHT00000010326_1
g6340.t1_1	BRAKERILHT00000010328_1
g6341.t1_1	BRAKERILHT00000008938_1
g6342.t1_1	BRAKERILHT00000009227_1
g6343.t2_1	BRAKERILHT00000009069_1
g6344.t1_1	BRAKERILHT00000009610_1
g6345.t1_1	BRAKERILHT00000009946_1
g6346.t1_1	BRAKERILHT00000008539_1
g6347.t1_1	BRAKERILHT00000009334_1
g6353.t1_1	BRAKERILHT00000010092_1
g6354.t1_1	BRAKERILHT00000008700_1
g6355.t2_1	BRAKERILHT00000009402_1
g6356.t1_1	BRAKERILHT00000010235_1
g6357.t1_1	BRAKERILHT00000009708_1
g6359.t2_1	BRAKERILHT00000008981_1
g6360.t1_1	BRAKERILHT00000010297_1
g6363.t1_1	BRAKERILHT00000009740_1
g6364.t3_1	BRAKERILHT00000009425_1
g6365.t1_1	BRAKERILHT00000009457_1
g6367.t1_1	BRAKERILHT00000008528_1
g6368.t1_1	BRAKERILHT00000009289_1
g6369.t1_1	BRAKERILHT00000009184_1
g6370.t1_1	BRAKERILHT00000009668_1
g6371.t2_1	BRAKERILHT00000009562_1
g6372.t1_1	BRAKERILHT00000010251_1
g6373.t1_1	BRAKERILHT00000010375_1
g6374.t3_1	BRAKERILHT00000010273_1
g6375.t1_1	BRAKERILHT00000009145_1
g6376.t1_1	BRAKERILHT00000008897_1
g6378.t1_1	BRAKERILHT00000010048_1
g6379.t1_1	BRAKERILHT00000008629_1
g6380.t1_1	BRAKERILHT00000009448_1
g6382.t1_1	BRAKERILHT00000009138_1
g6383.t1_1	BRAKERILHT00000009993_1
g6384.t8_1	BRAKERILHT00000008499_1
g6385.t1_1	BRAKERILHT00000010374_1
g6386.t1_1	BRAKERILHT00000009015_1
g6387.t1_1	BRAKERILHT00000009183_1
g6388.t1_1	BRAKERILHT00000009892_1
g6389.t1_1	BRAKERILHT00000010313_1
g6390.t5_1	BRAKERILHT00000008564_1
g6392.t1_1	BRAKERILHT00000009380_1
g6394.t2_1	BRAKERILHT00000009427_1
g6395.t1_1	BRAKERILHT00000009684_1
g6396.t1_1	BRAKERILHT00000010001_1
g6397.t1_1	BRAKERILHT00000010372_1
g6398.t1_1	BRAKERILHT00000009040_1
g6399.t1_1	BRAKERILHT00000010167_1
g6400.t1_1	BRAKERILHT00000009253_1
g6401.t2_1	BRAKERILHT00000008715_1
g6402.t1_1	BRAKERILHT00000010143_1
g6403.t1_1	BRAKERILHT00000009592_1
g6404.t1_1	BRAKERILHT00000008772_1
g6405.t1_1	BRAKERILHT00000009821_1
g6406.t1_1	BRAKERILHT00000008512_1
g6408.t1_1	BRAKERILHT00000009044_1
g6409.t2_1	BRAKERILHT00000010158_1
g6410.t1_1	BRAKERILHT00000009243_1
g6411.t1_1	BRAKERILHT00000001788_1
g6412.t1_1	BRAKERILHT00000010368_1
g6413.t1_1	BRAKERILHT00000008720_1
g6414.t2_1	BRAKERILHT00000008682_1
g6416.t1_1	BRAKERILHT00000009881_1
g6418.t2_1	BRAKERILHT00000010209_1
g6420.t1_1	BRAKERILHT00000008771_1
g6421.t1_1	BRAKERILHT00000009622_1
g6422.t1_1	BRAKERILHT00000008608_1
g6423.t1_1	BRAKERILHT00000010308_1
g6424.t1_1	BRAKERILHT00000009894_1
g6425.t1_1	BRAKERILHT00000009199_1
g6426.t1_1	BRAKERILHT00000008793_1
g6427.t1_1	BRAKERILHT00000010284_1
g6428.t1_1	BRAKERILHT00000009877_1
g6429.t1_1	BRAKERILHT00000009187_1
g6430.t1_1	BRAKERILHT00000008789_1
g6435.t1_1	BRAKERILHT00000010163_1
g6436.t1_1	BRAKERILHT00000008669_1
g6438.t1_1	BRAKERILHT00000009576_1
g6439.t1_1	BRAKERILHT00000009911_1
g6440.t1_1	BRAKERILHT00000008992_1
g6441.t1_1	BRAKERILHT00000009293_1
g6442.t1_1	BRAKERILHT00000009488_1
g6444.t1_1	BRAKERILHT00000010248_1
g6446.t1_1	BRAKERILHT00000009194_1
g6449.t1_1	BRAKERILHT00000010332_1
g6450.t1_1	BRAKERILHT00000008835_1
g6451.t1_1	BRAKERILHT00000008510_1
g6452.t1_1	BRAKERILHT00000009918_1
g6453.t3_1	BRAKERILHT00000010084_1
g6454.t1_1	BRAKERILHT00000008795_1
g6455.t1_1	BRAKERILHT00000009726_1
g6457.t1_1	BRAKERILHT00000010040_1
g6458.t1_1	BRAKERILHT00000009504_1
g6459.t1_1	BRAKERILHT00000009096_1
g6460.t1_1	BRAKERILHT00000010272_1
g6461.t1_1	BRAKERILHT00000009983_1
g6462.t1_1	BRAKERILHT00000009680_1
g6463.t1_1	BRAKERILHT00000008882_1
g6464.t1_1	BRAKERILHT00000009050_1
g6465.t2_1	BRAKERILHT00000008480_1
g6467.t1_1	BRAKERILHT00000009822_1
g6469.t1_1	BRAKERILHT00000010333_1
g6470.t1_1	BRAKERILHT00000009546_1
g6471.t1_1	BRAKERILHT00000009768_1
g6472.t1_1	BRAKERILHT00000009319_1
g6474.t1_1	BRAKERILHT00000009930_1
g6475.t1_1	BRAKERILHT00000008917_1
g6476.t1_1	BRAKERILHT00000009014_1
g6477.t1_1	BRAKERILHT00000010222_1
g6478.t1_1	BRAKERILHT00000009404_1
g6479.t1_1	BRAKERILHT00000008866_1
g6480.t1_1	BRAKERILHT00000008556_1
g6481.t1_1	BRAKERILHT00000009944_1
g6482.t1_1	BRAKERILHT00000008937_1
g6484.t1_1	BRAKERILHT00000010331_1
g6486.t2_1	BRAKERILHT00000008758_1
g6487.t1_1	BRAKERILHT00000010006_1
g6488.t1_1	BRAKERILHT00000008492_1
g6489.t1_1	BRAKERILHT00000009747_1
g6490.t1_1	BRAKERILHT00000010358_1
g6491.t2_1	BRAKERILHT00000010091_1
g6500.t1_1	BRAKERILHT00000008586_1
g6501.t1_1	BRAKERILHT00000009001_1
g6502.t1_1	BRAKERILHT00000009356_1
g6506.t1_1	BRAKERILHT00000009949_1
g6509.t1_1	BRAKERILHT00000008893_1
g6510.t1_1	BRAKERILHT00000009413_1
g6515.t1_1	BRAKERILHT00000009142_1
g6517.t1_1	BRAKERILHT00000008990_1
g6521.t1_1	BRAKERILHT00000009557_1
g6524.t1_1	BRAKERILHT00000008731_1
g6526.t2_1	BRAKERILHT00000009350_1
g6529.t1_1	BRAKERILHT00000009785_1
g6533.t1_1	BRAKERILHT00000008673_1
g6534.t1_1	BRAKERILHT00000009925_1
g6537.t1_1	BRAKERILHT00000009232_1
g6542.t2_1	BRAKERILHT00000009782_1
g6543.t1_1	BRAKERILHT00000008830_1
g6544.t1_1	BRAKERILHT00000009166_1
g6547.t1_1	BRAKERILHT00000010018_1
g6550.t1_1	BRAKERILHT00000009126_1
g6552.t1_1	BRAKERILHT00000010008_1
g6554.t2_1	BRAKERILHT00000010085_1
g6557.t1_1	BRAKERILHT00000009850_1
g6561.t1_1	BRAKERILHT00000009305_1
g6562.t5_1	BRAKERILHT00000008748_1
g6563.t1_1	BRAKERILHT00000009657_1
g6564.t1_1	BRAKERILHT00000008728_1
g6566.t1_1	BRAKERILHT00000009581_1
g6568.t1_1	BRAKERILHT00000009619_1
g6571.t1_1	BRAKERILHT00000008870_1
g6573.t1_1	BRAKERILHT00000010042_1
g6575.t1_1	BRAKERILHT00000010159_1
g6580.t1_1	BRAKERILHT00000009597_1
g6583.t1_1	BRAKERILHT00000008513_1
g6585.t1_1	BRAKERILHT00000008963_1
g6589.t1_1	BRAKERILHT00000009147_1
g6592.t1_1	BRAKERILHT00000010378_1
g6593.t2_1	BRAKERILHT00000008517_1
g6595.t1_1	BRAKERILHT00000007804_1
g6606.t1_1	BRAKERILHT00000013941_1
g6608.t1_1	BRAKERILHT00000009809_1
g6609.t2_1	BRAKERILHT00000009308_1
g6610.t1_1	BRAKERILHT00000008902_1
g6612.t1_1	BRAKERILHT00000009513_1
g6613.t1_1	BRAKERILHT00000008662_1
g6616.t1_1	BRAKERILHT00000009231_1
g6617.t1_1	BRAKERILHT00000009792_1
g6619.t1_1	BRAKERILHT00000008962_1
g6621.t1_1	BRAKERILHT00000010031_1
g6622.t1_1	BRAKERILHT00000008526_1
g6623.t1_1	BRAKERILHT00000006258_1
g6627.t1_1	BRAKERILHT00000010239_1
g6629.t1_1	BRAKERILHT00000009532_1
g6632.t1_1	BRAKERILHT00000010210_1
g6634.t1_1	BRAKERILHT00000009086_1
g6637.t4_1	BRAKERILHT00000009496_1
g6638.t1_1	BRAKERILHT00000008675_1
g6640.t1_1	BRAKERILHT00000009967_1
g6641.t1_1	BRAKERILHT00000008953_1
g6642.t1_1	BRAKERILHT00000010348_1
g6647.t1_1	BRAKERILHT00000001888_1
g6648.t1_1	BRAKERILHT00000008600_1
g6650.t1_1	BRAKERILHT00000009461_1
g6651.t1_1	BRAKERILHT00000008872_1
g6652.t2_1	BRAKERILHT00000009735_1
g6654.t1_1	BRAKERILHT00000009756_1
g6656.t1_1	BRAKERILHT00000009641_1
g6658.t1_1	BRAKERILHT00000009005_1
g6659.t1_1	BRAKERILHT00000009674_1
g6661.t1_1	BRAKERILHT00000009897_1
g6668.t1_1	BRAKERILHT00000009880_1
g6671.t1_1	BRAKERILHT00000010234_1
g6673.t1_1	BRAKERILHT00000009165_1
g6680.t1_1	BRAKERILHT00000008534_1
g6681.t1_1	BRAKERILHT00000009278_1
g6684.t1_1	BRAKERILHT00000010353_1
g6686.t1_1	BRAKERILHT00000009980_1
g6687.t1_1	BRAKERILHT00000008915_1
g6688.t1_1	BRAKERILHT00000009561_1
g6691.t1_1	BRAKERILHT00000010245_1
g6692.t2_1	BRAKERILHT00000008967_1
g6695.t1_1	BRAKERILHT00000009503_1
g6697.t1_1	BRAKERILHT00000008674_1
g6700.t1_1	BRAKERILHT00000008878_1
g6701.t1_1	BRAKERILHT00000009516_1
g6704.t1_1	BRAKERILHT00000010173_1
g6706.t1_1	BRAKERILHT00000015755_1
g6709.t1_1	BRAKERILHT00000010373_1
g6710.t1_1	BRAKERILHT00000008561_1
g6711.t2_1	BRAKERILHT00000010019_1
g6712.t1_1	BRAKERILHT00000010203_1
g6713.t1_1	BRAKERILHT00000010337_1
g6714.t1_1	BRAKERILHT00000009475_1
g6715.t1_1	BRAKERILHT00000008844_1
g6716.t1_1	BRAKERILHT00000010394_1
g6717.t1_1	BRAKERILHT00000009620_1
g6718.t1_1	BRAKERILHT00000009239_1
g6719.t1_1	BRAKERILHT00000010111_1
g6720.t1_1	BRAKERILHT00000009564_1
g6724.t1_1	BRAKERILHT00000008567_1
g6725.t1_1	BRAKERILHT00000010382_1
g6726.t1_1	BRAKERILHT00000009841_1
g6734.t1_1	BRAKERILHT00000010102_1
g6735.t2_1	BRAKERILHT00000008805_1
g6736.t1_1	BRAKERILHT00000009061_1
g6737.t2_1	BRAKERILHT00000009490_1
g6738.t1_1	BRAKERILHT00000009818_1
g6739.t1_1	BRAKERILHT00000008540_1
g6740.t1_1	BRAKERILHT00000010204_1
g6741.t1_1	BRAKERILHT00000009582_1
g6743.t1_1	BRAKERILHT00000009092_1
g6744.t1_1	BRAKERILHT00000008694_1
g6745.t1_1	BRAKERILHT00000009059_1
g6746.t1_1	BRAKERILHT00000010296_1
g6747.t2_1	BRAKERILHT00000008494_1
g6748.t1_1	BRAKERILHT00000009369_1
g6749.t1_1	BRAKERILHT00000009764_1
g6750.t1_1	BRAKERILHT00000010176_1
g6751.t1_1	BRAKERILHT00000008750_1
g6752.t1_1	BRAKERILHT00000009658_1
g6754.t1_1	BRAKERILHT00000010139_1
g6755.t2_1	BRAKERILHT00000008626_1
g6756.t1_1	BRAKERILHT00000008734_1
g6758.t1_1	BRAKERILHT00000010246_1
g6759.t1_1	BRAKERILHT00000010113_1
g6760.t1_1	BRAKERILHT00000008602_1
g6761.t1_1	BRAKERILHT00000009030_1
g6762.t1_1	BRAKERILHT00000009453_1
g6763.t1_1	BRAKERILHT00000010400_1
g6764.t1_1	BRAKERILHT00000008874_1
g6765.t1_1	BRAKERILHT00000009302_1
g6766.t1_1	BRAKERILHT00000009415_1
