g8.t1_1	CALCHIM00000023384_1
g6993.t1_1	CALCHIM00000002882_1
g6995.t1_1	CALCHIM00000048400_1
g6996.t1_1	CALCHIM00000048392_1
g6997.t1_1	CALCHIM00000048390_1
g6998.t1_1	CALCHIM00000048388_1
g6999.t1_1	CALCHIM00000048386_1
g7000.t2_1	CALCHIM00000048383_1
g7001.t1_1	CALCHIM00000048381_1
g7003.t1_1	CALCHIM00000048380_1
g7004.t1_1	CALCHIM00000048377_1
g7005.t2_1	CALCHIM00000048374_1
g7006.t2_1	CALCHIM00000048369_1
g7007.t1_1	CALCHIM00000048367_1
g7008.t1_1	CALCHIM00000048366_1
g7009.t1_1	CALCHIM00000048365_1
g7010.t1_1	CALCHIM00000048363_1
g7011.t1_1	CALCHIM00000048362_1
g7012.t1_1	CALCHIM00000048352_1
g7014.t1_1	CALCHIM00000048351_1
g7018.t1_1	CALCHIM00000052982_1
g7021.t1_1	CALCHIM00000048347_1
g7023.t1_1	CALCHIM00000048343_1
g7026.t1_1	CALCHIM00000031706_1
g7027.t2_1	CALCHIM00000031712_1
g7028.t2_1	CALCHIM00000031715_1
g7029.t1_1	CALCHIM00000031716_1
g7031.t3_1	CALCHIM00000031735_1
g7032.t1_1	CALCHIM00000031738_1
g7033.t1_1	CALCHIM00000031739_1
g7037.t1_1	CALCHIM00000031742_1
g7038.t1_1	CALCHIM00000031743_1
g7039.t1_1	CALCHIM00000031751_1
g7040.t1_1	CALCHIM00000031765_1
g7041.t1_1	CALCHIM00000031770_1
g7043.t1_1	CALCHIM00000031787_1
g7044.t1_1	CALCHIM00000031788_1
g7046.t2_1	CALCHIM00000031790_1
g7049.t1_1	CALCHIM00000031803_1
g7050.t1_1	CALCHIM00000031804_1
g7051.t1_1	CALCHIM00000014018_1
g7052.t1_1	CALCHIM00000014023_1
g7054.t1_1	CALCHIM00000014025_1
g7057.t1_1	CALCHIM00000014028_1
g7058.t1_1	CALCHIM00000014030_1
g7063.t2_1	CALCHIM00000014032_1
g7064.t1_1	CALCHIM00000016370_1
g7072.t1_1	CALCHIM00000016359_1
g7077.t2_1	CALCHIM00000031794_1
g7080.t1_1	CALCHIM00000014024_1
g7081.t1_1	CALCHIM00000014027_1
g7083.t1_1	CALCHIM00000014031_1
g7087.t1_1	CALCHIM00000016369_1
g7088.t1_1	CALCHIM00000016364_1
g7090.t1_1	CALCHIM00000016363_1
g7091.t1_1	CALCHIM00000016362_1
g7092.t1_1	CALCHIM00000016360_1
g7094.t1_1	CALCHIM00000016355_1
g7095.t1_1	CALCHIM00000016351_1
g7096.t2_1	CALCHIM00000016348_1
g7097.t1_1	CALCHIM00000016349_1
g7098.t1_1	CALCHIM00000016350_1
g7099.t1_1	CALCHIM00000031485_1
g7100.t1_1	CALCHIM00000031490_1
g7102.t1_1	CALCHIM00000031492_1
g7103.t1_1	CALCHIM00000031494_1
g7104.t1_1	CALCHIM00000012827_1
g7105.t1_1	CALCHIM00000012824_1
g7106.t1_1	CALCHIM00000031501_1
g7107.t2_1	CALCHIM00000031500_1
g7108.t2_1	CALCHIM00000031499_1
g7109.t1_1	CALCHIM00000031497_1
g7110.t1_1	CALCHIM00000031498_1
g7113.t1_1	CALCHIM00000012829_1
g7114.t2_1	CALCHIM00000012855_1
g7115.t1_1	CALCHIM00000012856_1
g7116.t1_1	CALCHIM00000010779_1
g7117.t1_1	CALCHIM00000012859_1
g7118.t1_1	CALCHIM00000012862_1
g7120.t1_1	CALCHIM00000053971_1
g7121.t1_1	CALCHIM00000053973_1
g7122.t1_1	CALCHIM00000053974_1
g7123.t2_1	CALCHIM00000053977_1
g7124.t1_1	CALCHIM00000053978_1
g7125.t1_1	CALCHIM00000053982_1
g7126.t1_1	CALCHIM00000053985_1
g7127.t1_1	CALCHIM00000053988_1
g7128.t1_1	CALCHIM00000053993_1
g7129.t1_1	CALCHIM00000053991_1
g7130.t1_1	CALCHIM00000053989_1
g7131.t1_1	CALCHIM00000053994_1
g7132.t1_1	CALCHIM00000053995_1
g7133.t1_1	CALCHIM00000053998_1
g7136.t1_1	CALCHIM00000054000_1
g7137.t1_1	CALCHIM00000054003_1
g7139.t2_1	CALCHIM00000054012_1
g7140.t1_1	CALCHIM00000054017_1
g7141.t1_1	CALCHIM00000054018_1
g7142.t1_1	CALCHIM00000054022_1
g7143.t1_1	CALCHIM00000054024_1
g7144.t1_1	CALCHIM00000054030_1
g7145.t1_1	CALCHIM00000054029_1
g7146.t1_1	CALCHIM00000054027_1
g7147.t1_1	CALCHIM00000054038_1
g7148.t1_1	CALCHIM00000054036_1
g7149.t1_1	CALCHIM00000039435_1
g7150.t1_1	CALCHIM00000039436_1
g7152.t1_1	CALCHIM00000039442_1
g7153.t1_1	CALCHIM00000039446_1
g7154.t1_1	CALCHIM00000039447_1
g7155.t1_1	CALCHIM00000039448_1
g7156.t1_1	CALCHIM00000039450_1
g7158.t1_1	CALCHIM00000039452_1
g7711.t1_1	CALCHIM00000003773_1
g7713.t1_1	CALCHIM00000003775_1
g7714.t1_1	CALCHIM00000003778_1
g7715.t1_1	CALCHIM00000003780_1
g7716.t1_1	CALCHIM00000003781_1
g7717.t2_1	CALCHIM00000003783_1
g7718.t1_1	CALCHIM00000003786_1
g7719.t1_1	CALCHIM00000003789_1
g7720.t1_1	CALCHIM00000003793_1
g7721.t2_1	CALCHIM00000003795_1
g7722.t1_1	CALCHIM00000003796_1
g7723.t2_1	CALCHIM00000016941_1
g7725.t5_1	CALCHIM00000054498_1
g7726.t2_1	CALCHIM00000054504_1
g7727.t1_1	CALCHIM00000054514_1
g7728.t1_1	CALCHIM00000054516_1
g7729.t1_1	CALCHIM00000054517_1
g7730.t1_1	CALCHIM00000014558_1
g7731.t2_1	CALCHIM00000014566_1
g7732.t1_1	CALCHIM00000014572_1
g7733.t1_1	CALCHIM00000014574_1
g7734.t1_1	CALCHIM00000014576_1
g7736.t1_1	CALCHIM00000014578_1
g7737.t3_1	CALCHIM00000014579_1
g7738.t1_1	CALCHIM00000014586_1
g7739.t1_1	CALCHIM00000014587_1
g7740.t1_1	CALCHIM00000014589_1
g7742.t1_1	CALCHIM00000014591_1
g7744.t1_1	CALCHIM00000014601_1
g7745.t1_1	CALCHIM00000014604_1
g7746.t1_1	CALCHIM00000014605_1
g7747.t1_1	CALCHIM00000014606_1
g7748.t1_1	CALCHIM00000014607_1
g7749.t1_1	CALCHIM00000009624_1
g7750.t1_1	CALCHIM00000014609_1
g7751.t1_1	CALCHIM00000014611_1
g7752.t1_1	CALCHIM00000014613_1
g7753.t1_1	CALCHIM00000014616_1
g7754.t1_1	CALCHIM00000014618_1
g7755.t1_1	CALCHIM00000014619_1
g7756.t1_1	CALCHIM00000001291_1
g7757.t1_1	CALCHIM00000001286_1
g7758.t1_1	CALCHIM00000001290_1
g7761.t1_1	CALCHIM00000001271_1
g7762.t2_1	CALCHIM00000001272_1
g7763.t1_1	CALCHIM00000001274_1
g7764.t2_1	CALCHIM00000001270_1
g7765.t1_1	CALCHIM00000001269_1
g7766.t1_1	CALCHIM00000001267_1
g7767.t2_1	CALCHIM00000001266_1
g7768.t1_1	CALCHIM00000001265_1
g7769.t1_1	CALCHIM00000001264_1
g7770.t2_1	CALCHIM00000001263_1
g7771.t1_1	CALCHIM00000001261_1
g7772.t1_1	CALCHIM00000001260_1
g7773.t1_1	CALCHIM00000001258_1
g7774.t3_1	CALCHIM00000044187_1
g7775.t1_1	CALCHIM00000044189_1
g7778.t2_1	CALCHIM00000044190_1
g7781.t1_1	CALCHIM00000025276_1
g7782.t2_1	CALCHIM00000025288_1
g7783.t1_1	CALCHIM00000044222_1
g7784.t1_1	CALCHIM00000044223_1
g7785.t1_1	CALCHIM00000044230_1
g7786.t1_1	CALCHIM00000044234_1
g7787.t1_1	CALCHIM00000044235_1
g7788.t1_1	CALCHIM00000044243_1
g7789.t1_1	CALCHIM00000044240_1
g7790.t1_1	CALCHIM00000016785_1
g7791.t1_1	CALCHIM00000016788_1
g7792.t1_1	CALCHIM00000044250_1
g7793.t1_1	CALCHIM00000044253_1
g7795.t1_1	CALCHIM00000034262_1
g7796.t1_1	CALCHIM00000044257_1
g7797.t1_1	CALCHIM00000044267_1
g7798.t1_1	CALCHIM00000003268_1
g7799.t1_1	CALCHIM00000013713_1
g7806.t1_1	CALCHIM00000003282_1
g7807.t1_1	CALCHIM00000013701_1
g7808.t1_1	CALCHIM00000003287_1
g7809.t1_1	CALCHIM00000003288_1
g7810.t1_1	CALCHIM00000003289_1
g7812.t1_1	CALCHIM00000003293_1
g7813.t1_1	CALCHIM00000003294_1
g7816.t1_1	CALCHIM00000023487_1
g7817.t1_1	CALCHIM00000020719_1
g7818.t1_1	CALCHIM00000020711_1
g7819.t1_1	CALCHIM00000030198_1
g7820.t1_1	CALCHIM00000030204_1
g7821.t1_1	CALCHIM00000030207_1
g7823.t1_1	CALCHIM00000030215_1
g7824.t2_1	CALCHIM00000030219_1
g7826.t2_1	CALCHIM00000030217_1
g7828.t1_1	CALCHIM00000030221_1
g7829.t1_1	CALCHIM00000030225_1
g7830.t2_1	CALCHIM00000030226_1
g7831.t1_1	CALCHIM00000030227_1
g7832.t2_1	CALCHIM00000030229_1
g7833.t2_1	CALCHIM00000030235_1
g7835.t1_1	CALCHIM00000030244_1
g7836.t1_1	CALCHIM00000030247_1
g7837.t1_1	CALCHIM00000054798_1
g7838.t1_1	CALCHIM00000029640_1
g7839.t1_1	CALCHIM00000054793_1
g7840.t1_1	CALCHIM00000054792_1
g7842.t1_1	CALCHIM00000054791_1
g7844.t1_1	CALCHIM00000054789_1
g7847.t1_1	CALCHIM00000023443_1
g7848.t1_1	CALCHIM00000023442_1
g7849.t1_1	CALCHIM00000023440_1
g7850.t1_1	CALCHIM00000023439_1
g7851.t1_1	CALCHIM00000057877_1
g7852.t1_1	CALCHIM00000051668_1
g7853.t3_1	CALCHIM00000057875_1
g7854.t1_1	CALCHIM00000023437_1
g7855.t1_1	CALCHIM00000057869_1
g7856.t1_1	CALCHIM00000023428_1
g7857.t1_1	CALCHIM00000023427_1
g7859.t1_1	CALCHIM00000057866_1
g7860.t1_1	CALCHIM00000023423_1
g7861.t1_1	CALCHIM00000057861_1
g7862.t1_1	CALCHIM00000025213_1
g7864.t1_1	CALCHIM00000057856_1
g7865.t1_1	CALCHIM00000023414_1
g7866.t1_1	CALCHIM00000057851_1
g7867.t1_1	CALCHIM00000023404_1
g7868.t1_1	CALCHIM00000023403_1
g7869.t1_1	CALCHIM00000009167_1
g7870.t1_1	CALCHIM00000009168_1
g7872.t1_1	CALCHIM00000009170_1
g7877.t1_1	CALCHIM00000045024_1
g7878.t1_1	CALCHIM00000045026_1
g7879.t1_1	CALCHIM00000045029_1
g7880.t1_1	CALCHIM00000005940_1
g7881.t1_1	CALCHIM00000005944_1
g7883.t1_1	CALCHIM00000005948_1
g7884.t1_1	CALCHIM00000001054_1
g7885.t1_1	CALCHIM00000020863_1
g7886.t1_1	CALCHIM00000020862_1
g7888.t3_1	CALCHIM00000026979_1
g7889.t1_1	CALCHIM00000026977_1
g7890.t1_1	CALCHIM00000026975_1
g7891.t1_1	CALCHIM00000003480_1
g7892.t1_1	CALCHIM00000003478_1
g7893.t1_1	CALCHIM00000003476_1
g7894.t1_1	CALCHIM00000026969_1
g7896.t1_1	CALCHIM00000026966_1
g7897.t1_1	CALCHIM00000003472_1
g7898.t1_1	CALCHIM00000003471_1
g7899.t1_1	CALCHIM00000043107_1
g7900.t1_1	CALCHIM00000043106_1
g7901.t2_1	CALCHIM00000043105_1
g7902.t1_1	CALCHIM00000041859_1
g7903.t1_1	CALCHIM00000043103_1
g7904.t1_1	CALCHIM00000032785_1
g7905.t1_1	CALCHIM00000032781_1
g7913.t1_1	CALCHIM00000032729_1
g7914.t2_1	CALCHIM00000032718_1
g7915.t1_1	CALCHIM00000032716_1
g7916.t2_1	CALCHIM00000054786_1
g7917.t1_1	CALCHIM00000054778_1
g7918.t1_1	CALCHIM00000032705_1
g7919.t1_1	CALCHIM00000054460_1
g7920.t2_1	CALCHIM00000054773_1
g7921.t1_1	CALCHIM00000032703_1
g7922.t1_1	CALCHIM00000054770_1
g7923.t1_1	CALCHIM00000032701_1
g7924.t1_1	CALCHIM00000032698_1
g7925.t1_1	CALCHIM00000054764_1
g7928.t1_1	CALCHIM00000054766_1
g7931.t1_1	CALCHIM00000032684_1
g7932.t1_1	CALCHIM00000043669_1
g7933.t1_1	CALCHIM00000032658_1
g7934.t1_1	CALCHIM00000032656_1
g7936.t1_1	CALCHIM00000032655_1
g7938.t1_1	CALCHIM00000032653_1
g7939.t1_1	CALCHIM00000032652_1
g7940.t2_1	CALCHIM00000032647_1
g7941.t1_1	CALCHIM00000032643_1
g7942.t1_1	CALCHIM00000001332_1
g7943.t1_1	CALCHIM00000001337_1
g7944.t2_1	CALCHIM00000001327_1
g7945.t1_1	CALCHIM00000001319_1
g7946.t2_1	CALCHIM00000001317_1
g7947.t1_1	CALCHIM00000001316_1
g7949.t1_1	CALCHIM00000001314_1
g7950.t1_1	CALCHIM00000001313_1
g7951.t1_1	CALCHIM00000001312_1
g7952.t1_1	CALCHIM00000001307_1
g7953.t1_1	CALCHIM00000001306_1
g7954.t2_1	CALCHIM00000054230_1
g7955.t1_1	CALCHIM00000015317_1
g7958.t2_1	CALCHIM00000015299_1
g7959.t1_1	CALCHIM00000055956_1
g7961.t1_1	CALCHIM00000032786_1
g7962.t1_1	CALCHIM00000032794_1
g7965.t1_1	CALCHIM00000032796_1
g7966.t1_1	CALCHIM00000032797_1
g7967.t1_1	CALCHIM00000032798_1
g7968.t1_1	CALCHIM00000032799_1
g7970.t1_1	CALCHIM00000032818_1
g7971.t1_1	CALCHIM00000032822_1
g7972.t1_1	CALCHIM00000032824_1
g7973.t1_1	CALCHIM00000032826_1
g7974.t2_1	CALCHIM00000032829_1
g7976.t1_1	CALCHIM00000032833_1
g7977.t1_1	CALCHIM00000032834_1
g7978.t1_1	CALCHIM00000037504_1
g7979.t3_1	CALCHIM00000032843_1
g7980.t1_1	CALCHIM00000032846_1
g7981.t2_1	CALCHIM00000013077_1
g7982.t1_1	CALCHIM00000013076_1
g7983.t1_1	CALCHIM00000032855_1
g7984.t1_1	CALCHIM00000032858_1
g7985.t1_1	CALCHIM00000032860_1
g7988.t1_1	CALCHIM00000032862_1
g7989.t1_1	CALCHIM00000032870_1
g7993.t2_1	CALCHIM00000032881_1
g7994.t1_1	CALCHIM00000033125_1
g7995.t3_1	CALCHIM00000030907_1
g7996.t1_1	CALCHIM00000033130_1
g7997.t2_1	CALCHIM00000030916_1
g7998.t1_1	CALCHIM00000030921_1
g7999.t1_1	CALCHIM00000030925_1
g8000.t1_1	CALCHIM00000033146_1
g8001.t1_1	CALCHIM00000033147_1
g8002.t1_1	CALCHIM00000030940_1
g8003.t2_1	CALCHIM00000023074_1
g8004.t1_1	CALCHIM00000024692_1
g8005.t1_1	CALCHIM00000024690_1
g8007.t1_1	CALCHIM00000023069_1
g8008.t1_1	CALCHIM00000024684_1
g8010.t1_1	CALCHIM00000056804_1
g8011.t1_1	CALCHIM00000019732_1
g8012.t1_1	CALCHIM00000024676_1
g8013.t1_1	CALCHIM00000024675_1
g8014.t1_1	CALCHIM00000024670_1
g8015.t2_1	CALCHIM00000024669_1
g8016.t1_1	CALCHIM00000024667_1
g8017.t1_1	CALCHIM00000024665_1
g8018.t1_1	CALCHIM00000024663_1
g8019.t1_1	CALCHIM00000024660_1
g8020.t1_1	CALCHIM00000024659_1
g8023.t1_1	CALCHIM00000036645_1
g8024.t1_1	CALCHIM00000036646_1
g8025.t1_1	CALCHIM00000024645_1
g8026.t1_1	CALCHIM00000036650_1
g8027.t1_1	CALCHIM00000036655_1
g8029.t1_1	CALCHIM00000036658_1
g8030.t1_1	CALCHIM00000024635_1
g8031.t1_1	CALCHIM00000024632_1
g8032.t1_1	CALCHIM00000036666_1
g8033.t1_1	CALCHIM00000024624_1
g8034.t1_1	CALCHIM00000024622_1
g8035.t2_1	CALCHIM00000024620_1
g8036.t1_1	CALCHIM00000024617_1
g8037.t1_1	CALCHIM00000024615_1
g8038.t1_1	CALCHIM00000024612_1
g8039.t2_1	CALCHIM00000024609_1
g8040.t1_1	CALCHIM00000024607_1
g8041.t1_1	CALCHIM00000024605_1
g8042.t1_1	CALCHIM00000024602_1
g8043.t1_1	CALCHIM00000024601_1
g8044.t1_1	CALCHIM00000024600_1
g8045.t1_1	CALCHIM00000024595_1
g8047.t1_1	CALCHIM00000024585_1
g8049.t1_1	CALCHIM00000024582_1
g8050.t2_1	CALCHIM00000024580_1
g8052.t1_1	CALCHIM00000024578_1
g8053.t1_1	CALCHIM00000024574_1
g8054.t1_1	CALCHIM00000024573_1
g8055.t1_1	CALCHIM00000024572_1
g8056.t1_1	CALCHIM00000024569_1
g8057.t1_1	CALCHIM00000024568_1
g8058.t1_1	CALCHIM00000024564_1
g8060.t1_1	CALCHIM00000024563_1
g8061.t1_1	CALCHIM00000039860_1
g8062.t1_1	CALCHIM00000039862_1
g8063.t1_1	CALCHIM00000039865_1
g8064.t1_1	CALCHIM00000039866_1
g8065.t1_1	CALCHIM00000039869_1
g8066.t1_1	CALCHIM00000039870_1
g8067.t1_1	CALCHIM00000039874_1
g8068.t1_1	CALCHIM00000039877_1
g8069.t1_1	CALCHIM00000039881_1
g8070.t2_1	CALCHIM00000039886_1
g8072.t1_1	CALCHIM00000039888_1
g8073.t1_1	CALCHIM00000039893_1
g8074.t1_1	CALCHIM00000039895_1
g8075.t1_1	CALCHIM00000039896_1
g8077.t1_1	CALCHIM00000039899_1
g8078.t2_1	CALCHIM00000039900_1
g8079.t1_1	CALCHIM00000039902_1
g8080.t1_1	CALCHIM00000039905_1
g8081.t2_1	CALCHIM00000039917_1
g8082.t1_1	CALCHIM00000039915_1
g8083.t1_1	CALCHIM00000039914_1
g8084.t1_1	CALCHIM00000039913_1
g8085.t1_1	CALCHIM00000039920_1
g8086.t1_1	CALCHIM00000039925_1
g8087.t1_1	CALCHIM00000039927_1
g8088.t1_1	CALCHIM00000039929_1
g8089.t1_1	CALCHIM00000039932_1
g8090.t11_1	CALCHIM00000039946_1
g8091.t1_1	CALCHIM00000039951_1
g8092.t1_1	CALCHIM00000039952_1
g8093.t1_1	CALCHIM00000039955_1
g8094.t1_1	CALCHIM00000039956_1
g8095.t1_1	CALCHIM00000039957_1
g8097.t1_1	CALCHIM00000039958_1
g8098.t1_1	CALCHIM00000039966_1
g8099.t1_1	CALCHIM00000039968_1
g8100.t1_1	CALCHIM00000039969_1
g8101.t1_1	CALCHIM00000039986_1
g8103.t1_1	CALCHIM00000039987_1
g8104.t2_1	CALCHIM00000039992_1
g8105.t1_1	CALCHIM00000039996_1
g8106.t1_1	CALCHIM00000039998_1
g8108.t1_1	CALCHIM00000032044_1
g8109.t1_1	CALCHIM00000032042_1
g8110.t1_1	CALCHIM00000032045_1
g8111.t1_1	CALCHIM00000000553_1
g8113.t1_1	CALCHIM00000007380_1
g8114.t1_1	CALCHIM00000007378_1
g8116.t1_1	CALCHIM00000007373_1
g8117.t1_1	CALCHIM00000004005_1
g8118.t1_1	CALCHIM00000004002_1
g8119.t1_1	CALCHIM00000004001_1
g8120.t1_1	CALCHIM00000003997_1
g8121.t1_1	CALCHIM00000003995_1
g8122.t1_1	CALCHIM00000003990_1
g8123.t1_1	CALCHIM00000003971_1
g8124.t2_1	CALCHIM00000003966_1
g8125.t2_1	CALCHIM00000003956_1
g8126.t1_1	CALCHIM00000003954_1
g8127.t2_1	CALCHIM00000003952_1
g8128.t1_1	CALCHIM00000003949_1
g8129.t1_1	CALCHIM00000003947_1
g8131.t1_1	CALCHIM00000003944_1
g8132.t1_1	CALCHIM00000003940_1
g8133.t1_1	CALCHIM00000003938_1
g8134.t1_1	CALCHIM00000003921_1
g8135.t1_1	CALCHIM00000003905_1
g8136.t1_1	CALCHIM00000003900_1
g8138.t1_1	CALCHIM00000046708_1
g8140.t1_1	CALCHIM00000015467_1
g8141.t1_1	CALCHIM00000015456_1
g8146.t1_1	CALCHIM00000015451_1
g8147.t1_1	CALCHIM00000015445_1
g8148.t1_1	CALCHIM00000015444_1
g8149.t1_1	CALCHIM00000015418_1
g8150.t2_1	CALCHIM00000015415_1
g8151.t1_1	CALCHIM00000015413_1
g8152.t2_1	CALCHIM00000015411_1
g8154.t1_1	CALCHIM00000015410_1
g8155.t2_1	CALCHIM00000015409_1
g8156.t1_1	CALCHIM00000015405_1
g8157.t1_1	CALCHIM00000015400_1
g8158.t1_1	CALCHIM00000015395_1
g8159.t1_1	CALCHIM00000015385_1
g8160.t1_1	CALCHIM00000015381_1
g8161.t1_1	CALCHIM00000054814_1
g8163.t1_1	CALCHIM00000015376_1
g8164.t1_1	CALCHIM00000015377_1
g8165.t1_1	CALCHIM00000015358_1
g8167.t1_1	CALCHIM00000015351_1
g8168.t1_1	CALCHIM00000015348_1
g8169.t1_1	CALCHIM00000015345_1
g8170.t1_1	CALCHIM00000015338_1
g8172.t1_1	CALCHIM00000035130_1
g8173.t1_1	CALCHIM00000035134_1
g8174.t2_1	CALCHIM00000035136_1
g8175.t1_1	CALCHIM00000035143_1
g8176.t1_1	CALCHIM00000035145_1
g8177.t1_1	CALCHIM00000035147_1
g8178.t1_1	CALCHIM00000035154_1
g8179.t1_1	CALCHIM00000027543_1
g8182.t1_1	CALCHIM00000042040_1
g8185.t1_1	CALCHIM00000042038_1
g8187.t1_1	CALCHIM00000042036_1
g8190.t1_1	CALCHIM00000042024_1
g8191.t1_1	CALCHIM00000042020_1
g8192.t1_1	CALCHIM00000042018_1
g8193.t1_1	CALCHIM00000042010_1
g8194.t1_1	CALCHIM00000042006_1
g8195.t1_1	CALCHIM00000042005_1
g8198.t1_1	CALCHIM00000042004_1
g8200.t1_1	CALCHIM00000044153_1
g8201.t1_1	CALCHIM00000044156_1
g8202.t1_1	CALCHIM00000044157_1
g8204.t1_1	CALCHIM00000044158_1
g8205.t1_1	CALCHIM00000044159_1
g8206.t1_1	CALCHIM00000044161_1
g8207.t1_1	CALCHIM00000044163_1
g8208.t1_1	CALCHIM00000044164_1
g8209.t1_1	CALCHIM00000044172_1
g8210.t2_1	CALCHIM00000044182_1
g8211.t1_1	CALCHIM00000001257_1
g8212.t1_1	CALCHIM00000001253_1
g8213.t1_1	CALCHIM00000001248_1
g8214.t1_1	CALCHIM00000001245_1
g8215.t1_1	CALCHIM00000001244_1
g8216.t1_1	CALCHIM00000001237_1
g8217.t1_1	CALCHIM00000001235_1
g8218.t1_1	CALCHIM00000001233_1
g8219.t1_1	CALCHIM00000001231_1
g8220.t1_1	CALCHIM00000001230_1
g8221.t1_1	CALCHIM00000001229_1
g8222.t2_1	CALCHIM00000001225_1
g8223.t1_1	CALCHIM00000001224_1
g8224.t1_1	CALCHIM00000001222_1
g8227.t1_1	CALCHIM00000001218_1
g8228.t1_1	CALCHIM00000001211_1
g8229.t1_1	CALCHIM00000001208_1
g8230.t2_1	CALCHIM00000001203_1
g8231.t4_1	CALCHIM00000001202_1
g8232.t1_1	CALCHIM00000001200_1
g8233.t1_1	CALCHIM00000001195_1
g8235.t1_1	CALCHIM00000001196_1
g8236.t1_1	CALCHIM00000001190_1
g8237.t1_1	CALCHIM00000001185_1
g8238.t1_1	CALCHIM00000001169_1
g8239.t2_1	CALCHIM00000001167_1
g8240.t2_1	CALCHIM00000001166_1
g8241.t1_1	CALCHIM00000001165_1
g8242.t2_1	CALCHIM00000001164_1
g8243.t1_1	CALCHIM00000001163_1
g8244.t1_1	CALCHIM00000001162_1
g8245.t1_1	CALCHIM00000001161_1
g8246.t1_1	CALCHIM00000001160_1
g8247.t1_1	CALCHIM00000001159_1
g8248.t1_1	CALCHIM00000001157_1
g8249.t1_1	CALCHIM00000001156_1
g8250.t1_1	CALCHIM00000001155_1
g8251.t1_1	CALCHIM00000001154_1
g8252.t4_1	CALCHIM00000001143_1
g8254.t1_1	CALCHIM00000001142_1
g8255.t1_1	CALCHIM00000001141_1
g8256.t2_1	CALCHIM00000001140_1
g8257.t2_1	CALCHIM00000001138_1
g8258.t1_1	CALCHIM00000019572_1
g8259.t1_1	CALCHIM00000019571_1
g8260.t2_1	CALCHIM00000001133_1
g8261.t1_1	CALCHIM00000019564_1
g8262.t2_1	CALCHIM00000019557_1
g8266.t1_1	CALCHIM00000033298_1
g8268.t1_1	CALCHIM00000046941_1
g8269.t1_1	CALCHIM00000046944_1
g8270.t1_1	CALCHIM00000046946_1
g8271.t2_1	CALCHIM00000050090_1
g8272.t1_1	CALCHIM00000046951_1
g8273.t1_1	CALCHIM00000046952_1
g8274.t2_1	CALCHIM00000032309_1
g8275.t2_1	CALCHIM00000032308_1
g8276.t1_1	CALCHIM00000046959_1
g8278.t1_1	CALCHIM00000046965_1
g8279.t1_1	CALCHIM00000046968_1
g8280.t2_1	CALCHIM00000046970_1
g8281.t1_1	CALCHIM00000046973_1
g8282.t1_1	CALCHIM00000046980_1
g8283.t1_1	CALCHIM00000046983_1
g8284.t1_1	CALCHIM00000046986_1
g8285.t1_1	CALCHIM00000046988_1
g8286.t2_1	CALCHIM00000046995_1
g8287.t1_1	CALCHIM00000046998_1
g8288.t1_1	CALCHIM00000047002_1
g8289.t1_1	CALCHIM00000047006_1
g8290.t1_1	CALCHIM00000047008_1
g8291.t1_1	CALCHIM00000047009_1
g8292.t2_1	CALCHIM00000047010_1
g8293.t1_1	CALCHIM00000047014_1
g8294.t1_1	CALCHIM00000050222_1
g8295.t1_1	CALCHIM00000050221_1
g8296.t1_1	CALCHIM00000050220_1
g8297.t1_1	CALCHIM00000047022_1
g8298.t1_1	CALCHIM00000050215_1
g8300.t1_1	CALCHIM00000025497_1
g8301.t1_1	CALCHIM00000025496_1
g8302.t3_1	CALCHIM00000025495_1
g8303.t1_1	CALCHIM00000050206_1
g8304.t1_1	CALCHIM00000050202_1
g8305.t1_1	CALCHIM00000050196_1
g8306.t1_1	CALCHIM00000050193_1
g8307.t1_1	CALCHIM00000050191_1
g8308.t1_1	CALCHIM00000030286_1
g8309.t1_1	CALCHIM00000019250_1
g8310.t1_1	CALCHIM00000056109_1
g8315.t2_1	CALCHIM00000056118_1
g8318.t1_1	CALCHIM00000035874_1
g8319.t1_1	CALCHIM00000035868_1
g8320.t2_1	CALCHIM00000035867_1
g8321.t1_1	CALCHIM00000058787_1
g8322.t1_1	CALCHIM00000010570_1
g8323.t1_1	CALCHIM00000010569_1
g8324.t1_1	CALCHIM00000010567_1
g8325.t1_1	CALCHIM00000010565_1
g8326.t1_1	CALCHIM00000003798_1
g8327.t1_1	CALCHIM00000003800_1
g8328.t1_1	CALCHIM00000003802_1
g8329.t1_1	CALCHIM00000044152_1
g8330.t1_1	CALCHIM00000044149_1
g8331.t1_1	CALCHIM00000044145_1
g8332.t1_1	CALCHIM00000044143_1
g8333.t1_1	CALCHIM00000044141_1
g8337.t1_1	CALCHIM00000014682_1
g8339.t1_1	CALCHIM00000014680_1
g8340.t1_1	CALCHIM00000014679_1
g8341.t1_1	CALCHIM00000014675_1
g8342.t1_1	CALCHIM00000014672_1
g8343.t1_1	CALCHIM00000014671_1
g8344.t2_1	CALCHIM00000014670_1
g8345.t1_1	CALCHIM00000014667_1
g8346.t1_1	CALCHIM00000014666_1
g8347.t1_1	CALCHIM00000014663_1
g8348.t1_1	CALCHIM00000014658_1
g8349.t1_1	CALCHIM00000014655_1
g8350.t1_1	CALCHIM00000014651_1
g8351.t2_1	CALCHIM00000014649_1
g8352.t1_1	CALCHIM00000014646_1
g8353.t1_1	CALCHIM00000014644_1
g8354.t1_1	CALCHIM00000014639_1
g8355.t1_1	CALCHIM00000014633_1
g8356.t1_1	CALCHIM00000014628_1
