g7.t1_1	rna-NM_132816.4_1
g8064.t1_1	rna-NM_057740.4_1
g8066.t1_1	rna-NM_058044.5_1
g8067.t1_1	rna-NM_001382106.1_1
g8068.t1_1	rna-NM_139557.2_1
g8070.t2_1	rna-NM_132862.3_1
g8072.t1_1	rna-NM_206746.2_1
g8073.t1_1	rna-NM_167474.3_1
g8075.t1_1	rna-NM_001298427.1_1
g8081.t2_1	rna-NM_168172.2_1
g8082.t1_1	rna-NM_001274565.1_1
g8083.t1_1	rna-NM_139367.4_1
g8084.t1_1	rna-NM_140491.2_1
g8085.t1_1	rna-NM_139579.3_1
g8086.t1_1	rna-NM_001273584.2_1
g8088.t1_1	rna-NM_078862.2_1
g8089.t1_1	rna-NM_135965.2_1
g8090.t11_1	rna-NM_078863.6_1
g8092.t1_1	rna-NM_142640.4_1
g8093.t1_1	rna-NM_136519.2_1
g8097.t1_1	rna-NM_079405.4_1
g8098.t1_1	rna-NM_166241.3_1
g8099.t1_1	rna-NM_206492.3_1
g8100.t1_1	rna-NM_137996.4_1
g8106.t1_1	rna-NM_140090.2_1
g8108.t1_1	rna-NM_001272694.2_1
g8110.t1_1	rna-NM_079716.3_1
g8114.t1_1	rna-NM_001300555.1_1
g8117.t1_1	rna-NM_001014695.2_1
g8118.t1_1	rna-NM_135510.3_1
g8119.t1_1	rna-NM_139976.2_1
g8120.t1_1	rna-NM_142177.4_1
g8121.t1_1	rna-NM_138111.4_1
g8122.t1_1	rna-NM_001369999.1_1
g8123.t1_1	rna-NM_079055.3_1
g8125.t2_1	rna-NM_001273464.1_1
g8126.t1_1	rna-NM_205886.2_1
g8127.t2_1	rna-NM_136353.2_1
g8128.t1_1	rna-NM_078610.3_1
g8129.t1_1	rna-NM_139661.4_1
g8130.t1_1	rna-NM_140258.3_1
g8131.t1_1	rna-NM_140120.2_1
g8132.t1_1	rna-NM_136984.4_1
g8133.t1_1	rna-NM_138002.4_1
g8136.t1_1	rna-NM_079884.5_1
g8146.t1_1	rna-NM_079678.6_1
g8147.t1_1	rna-NM_001300008.1_1
g8148.t1_1	rna-NM_140697.4_1
g8149.t1_1	rna-NM_001274444.1_1
g8150.t2_1	rna-NM_167883.2_1
g8151.t1_1	rna-NM_135547.3_1
g8154.t1_1	rna-NM_001038759.2_1
g8155.t2_1	rna-NM_001414142.1_1
g8156.t1_1	rna-NM_001275366.1_1
g8157.t1_1	rna-NM_001298129.1_1
g8160.t1_1	rna-NM_078496.3_1
g8167.t1_1	rna-NM_168843.4_1
g8168.t1_1	rna-NM_136434.5_1
g8170.t1_1	rna-NM_136136.3_1
g8171.t1_1	rna-NM_142271.3_1
g8172.t1_1	rna-NM_079654.3_1
g8173.t1_1	rna-NM_136939.4_1
g8174.t2_1	rna-NM_136982.3_1
g8176.t1_1	rna-NM_135717.3_1
g8178.t1_1	rna-NM_142943.2_1
g8179.t1_1	rna-NM_140622.3_1
g8189.t3_1	rna-NM_001170060.2_1
g8190.t1_1	rna-NM_079874.3_1
g8191.t1_1	rna-NM_141129.3_1
g8192.t1_1	rna-NM_136337.3_1
g8193.t1_1	rna-NM_140215.3_1
g8194.t1_1	rna-NM_001273099.1_1
g8198.t1_1	rna-NM_001273686.1_1
g8199.t1_1	rna-NM_001275492.1_1
g8200.t1_1	rna-NM_142375.3_1
g8201.t1_1	rna-NM_001275720.1_1
g8202.t1_1	rna-NM_176271.2_1
g8204.t1_1	rna-NM_058047.5_1
g8205.t1_1	rna-NM_001298614.1_1
g8206.t1_1	rna-NM_001299128.1_1
g8207.t1_1	rna-NM_132035.3_1
g8208.t1_1	rna-NM_132034.2_1
g8210.t2_1	rna-NM_166186.3_1
g8211.t1_1	rna-NM_001273129.1_1
g8212.t1_1	rna-NM_140317.3_1
g8213.t1_1	rna-NM_137403.4_1
g8214.t1_1	rna-NM_001259108.2_1
g8216.t1_1	rna-NM_001298769.1_1
g8217.t1_1	rna-NM_140387.2_1
g8218.t1_1	rna-NM_164885.3_1
g8219.t1_1	rna-NM_135248.3_1
g8221.t1_1	rna-NM_134691.2_1
g8222.t2_1	rna-NM_135744.2_1
g8223.t1_1	rna-NM_168996.5_1
g8227.t1_1	rna-NM_170457.3_1
g8230.t2_1	rna-NM_079152.4_1
g8231.t4_1	rna-NM_001274753.1_1
g8232.t1_1	rna-NM_136961.3_1
g8233.t1_1	rna-NM_001259909.2_1
g8236.t1_1	rna-NM_001259337.2_1
g8237.t1_1	rna-NM_001273964.1_1
g8240.t2_1	rna-NM_136234.3_1
g8242.t2_1	rna-NM_142503.5_1
g8243.t1_1	rna-NM_140332.2_1
g8244.t1_1	rna-NM_139450.3_1
g8245.t1_1	rna-NM_001300300.1_1
g8246.t1_1	rna-NM_001298535.1_1
g8248.t1_1	rna-NM_001275156.1_1
g8249.t1_1	rna-NM_001298002.1_1
g8250.t1_1	rna-NM_139928.5_1
g8251.t1_1	rna-NM_168306.2_1
g8252.t4_1	rna-NM_079292.5_1
g8254.t1_1	rna-NM_139790.3_1
g8255.t1_1	rna-NM_139791.3_1
g8256.t2_1	rna-NM_001169932.2_1
g8257.t2_1	rna-NM_139505.4_1
g8258.t1_1	rna-NM_141026.2_1
g8259.t1_1	rna-NM_140016.3_1
g8260.t2_1	rna-NM_176372.2_1
g8262.t2_1	rna-NM_166188.2_1
g8271.t2_1	rna-NM_165028.2_1
g8276.t1_1	rna-NM_079380.3_1
g8279.t1_1	rna-NM_139472.3_1
g8280.t2_1	rna-NM_001299191.1_1
g8281.t1_1	rna-NM_165478.3_1
g8282.t1_1	rna-NM_165686.3_1
g8283.t1_1	rna-NM_206419.3_1
g8284.t1_1	rna-NM_136917.4_1
g8285.t1_1	rna-NM_135704.3_1
g8286.t2_1	rna-NM_001274268.1_1
g8288.t1_1	rna-NM_001382040.1_1
g8291.t1_1	rna-NM_001274475.1_1
g8292.t2_1	rna-NM_079728.5_1
g8293.t1_1	rna-NM_136089.3_1
g8294.t1_1	rna-NM_140465.3_1
g8295.t1_1	rna-NM_001104383.2_1
g8297.t1_1	rna-NM_001274907.1_1
g8300.t1_1	rna-NM_001298492.1_1
g8301.t1_1	rna-NM_134793.5_1
g8302.t3_1	rna-NM_134493.3_1
g8303.t1_1	rna-NM_001275201.1_1
g8304.t1_1	rna-NM_166429.3_1
g8315.t2_1	rna-NM_001414114.1_1
g8318.t1_1	rna-NM_001272828.1_1
g8319.t1_1	rna-NM_001274055.1_1
g8322.t1_1	rna-NM_001414092.1_1
g8323.t1_1	rna-NM_134606.4_1
g8325.t1_1	rna-NM_134579.2_1
g8326.t1_1	rna-NM_001103517.3_1
g8328.t1_1	rna-NM_001104130.2_1
g8329.t1_1	rna-NM_001297905.1_1
g8330.t1_1	rna-NM_135403.2_1
g8331.t1_1	rna-NM_136798.3_1
g8332.t1_1	rna-NM_167852.2_1
g8340.t1_1	rna-NM_001298047.1_1
g8341.t1_1	rna-NM_057920.4_1
g8342.t1_1	rna-NM_001275096.1_1
g8343.t1_1	rna-NM_141061.4_1
g8344.t2_1	rna-NM_142434.3_1
g8345.t1_1	rna-NM_140812.3_1
g8346.t1_1	rna-NM_140882.3_1
g8347.t1_1	rna-NM_139580.3_1
g8348.t1_1	rna-NM_001103767.2_1
g8351.t2_1	rna-NM_135605.3_1
g8352.t1_1	rna-NM_165853.2_1
g8354.t1_1	rna-NM_080485.6_1
g8355.t1_1	rna-NM_164743.3_1
g8356.t1_1	rna-NM_001169729.2_1
g8358.t2_1	rna-NM_132642.3_1
g8361.t3_1	rna-NM_168151.3_1
g8369.t2_1	rna-NM_057584.5_1
g8370.t1_1	rna-NM_136122.4_1
g8371.t1_1	rna-NM_001170093.2_1
g8372.t1_1	rna-NM_168004.2_1
g8377.t2_1	rna-NM_001300426.1_1
g8378.t1_1	rna-NM_141852.3_1
g8383.t1_1	rna-NM_168487.2_1
g8387.t1_1	rna-NM_132656.2_1
g8388.t1_1	rna-NM_001298818.1_1
g8389.t1_1	rna-NM_141297.3_1
g8395.t1_1	rna-NM_167923.2_1
g8396.t1_1	rna-NM_080526.3_1
g8399.t1_1	rna-NM_176558.3_1
g8400.t1_1	rna-NM_170162.3_1
g8406.t1_1	rna-NM_001369971.1_1
g8410.t1_1	rna-NM_140690.3_1
g8412.t1_1	rna-NM_142283.4_1
g8413.t1_1	rna-NM_144467.2_1
g8414.t1_1	rna-NM_001298520.1_1
g8415.t1_1	rna-NM_142193.4_1
g8417.t2_1	rna-NM_139527.3_1
g8423.t1_1	rna-NM_143461.4_1
g8424.t1_1	rna-NM_169036.2_1
g8425.t1_1	rna-NM_079989.2_1
g8426.t1_1	rna-NM_058003.4_1
g8427.t1_1	rna-NM_001274447.1_1
g8428.t2_1	rna-NM_206213.3_1
g8429.t1_1	rna-NM_134656.4_1
g8430.t1_1	rna-NM_001259193.1_1
g8431.t1_1	rna-NM_057837.5_1
g8436.t1_1	rna-NM_001274149.1_1
g8440.t1_1	rna-NM_001275917.2_1
g8450.t1_1	rna-NM_142459.4_1
g8453.t1_1	rna-NM_139807.4_1
g8456.t1_1	rna-NM_001363924.1_1
g8464.t2_1	rna-NM_080502.5_1
g8465.t1_1	rna-NM_001275843.1_1
g8466.t1_1	rna-NM_141278.3_1
g8467.t1_1	rna-NM_170202.3_1
g8469.t1_1	rna-NM_137371.4_1
g8472.t1_1	rna-NM_001298094.1_1
g8476.t2_1	rna-NM_169390.2_1
g8479.t1_1	rna-NM_132092.3_1
g8480.t1_1	rna-NM_134688.3_1
g8481.t3_1	rna-NM_057416.3_1
g8482.t1_1	rna-NM_134687.4_1
g8483.t1_1	rna-NM_135553.4_1
g8484.t1_1	rna-NM_001273708.1_1
g8485.t1_1	rna-NM_141502.3_1
g8487.t3_1	rna-NM_001104331.2_1
g8488.t1_1	rna-NM_206081.2_1
g8489.t2_1	rna-NM_143930.3_1
g8490.t1_1	rna-NM_079481.2_1
g8491.t2_1	rna-NM_001259010.2_1
g8492.t1_1	rna-NM_137096.3_1
g8494.t1_1	rna-NM_001259394.2_1
g8497.t2_1	rna-NM_132586.2_1
g8498.t1_1	rna-NM_170345.3_1
g8506.t1_1	rna-NM_001275023.1_1
g8510.t2_1	rna-NM_135474.3_1
g8511.t1_1	rna-NM_164645.3_1
g8513.t1_1	rna-NM_079642.3_1
g8514.t1_1	rna-NM_080334.4_1
g8515.t1_1	rna-NM_079596.3_1
g8518.t1_1	rna-NM_136893.4_1
g8519.t1_1	rna-NM_134580.3_1
g8520.t1_1	rna-NM_135650.3_1
g8522.t3_1	rna-NM_164776.4_1
g8524.t2_1	rna-NM_001273237.1_1
g8526.t4_1	rna-NM_168668.2_1
g8528.t1_1	rna-NM_137397.3_1
g8529.t1_1	rna-NM_137074.3_1
g8535.t1_1	rna-NM_135360.4_1
g8536.t1_1	rna-NM_142861.4_1
g8538.t1_1	rna-NM_166065.3_1
g8539.t1_1	rna-NM_143343.3_1
g8543.t2_1	rna-NM_001272550.1_1
g8548.t1_1	rna-NM_141648.3_1
g8557.t2_1	rna-NM_001258498.2_1
g8562.t1_1	rna-NM_137240.4_1
g8564.t1_1	rna-NM_001272995.1_1
g8565.t2_1	rna-NM_001014461.2_1
g8567.t1_1	rna-NM_001275018.1_1
g8568.t1_1	rna-NM_080341.4_1
g8569.t1_1	rna-NM_057351.5_1
g8601.t1_1	rna-NM_057790.5_1
g8604.t1_1	rna-NM_142487.2_1
g8605.t1_1	rna-NM_142486.3_1
g8606.t1_1	rna-NM_141883.2_1
g8607.t1_1	rna-NM_001275184.1_1
g8613.t1_1	rna-NM_057512.3_1
g8615.t1_1	rna-NM_142194.3_1
g8627.t1_1	rna-NM_001274217.2_1
g8672.t1_1	rna-NM_079579.3_1
g8673.t1_1	rna-NM_001276116.1_1
g8675.t1_1	rna-NM_142939.2_1
g8679.t1_1	rna-NM_167995.2_1
g8681.t1_1	rna-NM_080349.3_1
g8683.t2_1	rna-NM_141853.3_1
g8684.t1_1	rna-NM_001272871.1_1
g8685.t1_1	rna-NM_001043170.2_1
g8686.t1_1	rna-NM_143585.3_1
g8687.t1_1	rna-NM_079857.4_1
g8693.t1_1	rna-NM_135867.4_1
g8781.t1_1	rna-NM_080324.4_1
g8782.t2_1	rna-NM_001299582.1_1
g8790.t1_1	rna-NM_001297995.1_1
g8791.t1_1	rna-NM_166890.3_1
g8793.t1_1	rna-NM_001043140.3_1
g8794.t1_1	rna-NM_078544.3_1
g8795.t1_1	rna-NM_132723.3_1
g8799.t1_1	rna-NM_079705.3_1
g8801.t1_1	rna-NM_132466.3_1
g8802.t1_1	rna-NM_135169.3_1
g8804.t1_1	rna-NM_141433.3_1
g8805.t1_1	rna-NM_130637.4_1
g8806.t1_1	rna-NM_142183.3_1
g8808.t1_1	rna-NM_079615.4_1
g8809.t1_1	rna-NM_142516.4_1
g8814.t1_1	rna-NM_001274238.1_1
g8817.t8_1	rna-NM_079724.3_1
g8818.t1_1	rna-NM_135801.3_1
g8820.t1_1	rna-NM_001103970.2_1
g8823.t1_1	rna-NM_167595.4_1
g8825.t1_1	rna-NM_001258485.2_1
g8827.t1_1	rna-NM_058131.5_1
g8828.t1_1	rna-NM_206640.2_1
g8829.t1_1	rna-NM_140952.3_1
g8833.t1_1	rna-NM_143138.3_1
g8834.t1_1	rna-NM_143338.3_1
g8835.t1_1	rna-NM_079639.5_1
g8839.t1_1	rna-NM_058157.5_1
g8840.t10_1	rna-NM_001273881.1_1
g8841.t1_1	rna-NM_134861.2_1
g8842.t1_1	rna-NM_001299398.1_1
g8845.t1_1	rna-NM_142448.4_1
g8846.t2_1	rna-NM_140068.3_1
g8847.t1_1	rna-NM_136253.4_1
g8848.t1_1	rna-NM_079113.3_1
g8854.t1_1	rna-NM_079091.4_1
g8856.t1_1	rna-NM_080080.3_1
g8859.t1_1	rna-NM_001273949.1_1
g8860.t1_1	rna-NM_001370011.1_1
g8861.t1_1	rna-NM_079595.3_1
g8862.t1_1	rna-NM_130604.4_1
g8863.t1_1	rna-NM_138142.5_1
g8864.t1_1	rna-NM_144305.5_1
g8865.t1_1	rna-NM_138141.3_1
g8867.t1_1	rna-NM_138138.5_1
g8869.t1_1	rna-NM_169081.4_1
g8870.t1_1	rna-NM_168926.3_1
g8871.t2_1	rna-NM_001300685.1_1
g8872.t1_1	rna-NM_134885.4_1
g8873.t1_1	rna-NM_142869.5_1
g8874.t1_1	rna-NM_001260439.1_1
g8875.t1_1	rna-NM_137247.3_1
g8876.t1_1	rna-NM_130596.3_1
g8878.t2_1	rna-NM_001104019.2_1
g8879.t1_1	rna-NM_001273815.1_1
g8880.t1_1	rna-NM_001169180.1_1
g8881.t1_1	rna-NM_001103543.3_1
g8882.t1_1	rna-NM_001272335.1_1
g8883.t1_1	rna-NM_057614.3_1
g8884.t1_1	rna-NM_001260021.2_1
g8885.t1_1	rna-NM_132280.5_1
g8886.t1_1	rna-NM_143637.5_1
g8888.t2_1	rna-NM_164693.2_1
g8890.t1_1	rna-NM_136169.4_1
g8893.t1_1	rna-NM_142661.3_1
g8894.t1_1	rna-NM_135489.4_1
g8896.t1_1	rna-NM_078815.3_1
g8908.t1_1	rna-NM_143628.3_1
g8912.t1_1	rna-NM_001275659.1_1
g8913.t1_1	rna-NM_001297889.1_1
g8916.t1_1	rna-NM_080242.4_1
g8917.t1_1	rna-NM_001275666.1_1
g8920.t1_1	rna-NM_167839.2_1
g8921.t1_1	rna-NM_001275987.1_1
g8923.t1_1	rna-NM_143005.3_1
g8924.t1_1	rna-NM_143000.3_1
g8926.t1_1	rna-NM_001104127.2_1
g8929.t1_1	rna-NM_136517.3_1
g8930.t1_1	rna-NM_136395.4_1
g8932.t1_1	rna-NM_001201779.1_1
g8936.t1_1	rna-NM_141242.4_1
g8937.t1_1	rna-NM_165664.3_1
g8942.t1_1	rna-NM_136875.4_1
g8945.t1_1	rna-NM_001300351.1_1
g8949.t1_1	rna-NM_001042972.2_1
g8950.t1_1	rna-NM_141330.2_1
g8952.t2_1	rna-NM_169672.4_1
g8953.t1_1	rna-NM_001275709.1_1
g8955.t1_1	rna-NM_169966.2_1
g8959.t2_1	rna-NM_001299996.1_1
g8964.t1_1	rna-NM_001103487.3_1
g8965.t1_1	rna-NM_142304.2_1
g8966.t1_1	rna-NM_078885.3_1
g8967.t1_1	rna-NM_001272528.2_1
g8969.t1_1	rna-NM_136323.4_1
g8970.t1_1	rna-NM_139480.3_1
g8971.t1_1	rna-NM_141752.3_1
g8972.t1_1	rna-NM_168920.3_1
g8976.t1_1	rna-NM_001104029.2_1
g8977.t1_1	rna-NM_057284.6_1
g8980.t1_1	rna-NM_139837.3_1
g8981.t2_1	rna-NM_132403.5_1
g8982.t1_1	rna-NM_135558.4_1
g8983.t1_1	rna-NM_167302.3_1
g8985.t1_1	rna-NM_142305.2_1
g8986.t1_1	rna-NM_142306.4_1
g8991.t1_1	rna-NM_001297907.1_1
g8992.t1_1	rna-NM_142509.5_1
g9004.t1_1	rna-NM_001043238.2_1
g9006.t1_1	rna-NM_141263.3_1
g9008.t1_1	rna-NM_142747.4_1
g9009.t1_1	rna-NM_143789.3_1
g9010.t1_1	rna-NM_168616.2_1
g9012.t1_1	rna-NM_137539.4_1
g9013.t1_1	rna-NM_135196.3_1
g9014.t1_1	rna-NM_001260160.1_1
g9017.t1_1	rna-NM_134653.4_1
g9018.t1_1	rna-NM_078493.4_1
g9021.t1_1	rna-NM_142638.3_1
g9022.t1_1	rna-NM_001273851.1_1
g9023.t2_1	rna-NM_136699.4_1
g9024.t1_1	rna-NM_001300138.1_1
g9026.t1_1	rna-NM_132550.3_1
g9029.t1_1	rna-NM_170455.3_1
g9032.t1_1	rna-NM_136352.3_1
g9041.t1_1	rna-NM_140719.4_1
g9042.t1_1	rna-NM_001103407.3_1
g9045.t1_1	rna-NM_176299.3_1
g9046.t1_1	rna-NM_057615.6_1
g9047.t1_1	rna-NM_001273043.1_1
g9048.t1_1	rna-NM_001273025.1_1
g9049.t1_1	rna-NM_168468.2_1
g9052.t1_1	rna-NM_137156.3_1
g9054.t2_1	rna-NM_001273612.2_1
g9056.t1_1	rna-NM_135362.4_1
g9057.t1_1	rna-NM_135363.3_1
g9063.t1_1	rna-NM_136623.2_1
g9064.t1_1	rna-NM_001169962.2_1
g9066.t2_1	rna-NM_001259544.2_1
g9067.t1_1	rna-NM_136826.3_1
g9068.t1_1	rna-NM_165822.4_1
g9069.t2_1	rna-NM_058032.5_1
g9070.t1_1	rna-NM_169080.3_1
g9071.t1_1	rna-NM_165723.4_1
g9072.t1_1	rna-NM_079584.4_1
g9073.t1_1	rna-NM_141500.2_1
g9074.t1_1	rna-NM_058008.4_1
g9075.t1_1	rna-NM_132872.2_1
g9076.t1_1	rna-NM_001169440.2_1
g9077.t1_1	rna-NM_134838.4_1
g9079.t1_1	rna-NM_136731.2_1
g9080.t1_1	rna-NM_001260141.2_1
g9082.t1_1	rna-NM_166185.2_1
g9084.t1_1	rna-NM_170493.3_1
g9085.t1_1	rna-NM_141640.5_1
g9089.t1_1	rna-NM_137404.5_1
g9090.t1_1	rna-NM_142296.3_1
g9091.t2_1	rna-NM_001274332.1_1
g9094.t2_1	rna-NM_001169167.2_1
g9096.t1_1	rna-NM_136888.3_1
g9097.t2_1	rna-NM_001273720.1_1
g9099.t1_1	rna-NM_080263.4_1
g9100.t2_1	rna-NM_165365.3_1
g9102.t1_1	rna-NM_139658.4_1
g9103.t1_1	rna-NM_137171.4_1
g9106.t1_1	rna-NM_001273050.1_1
g9107.t1_1	rna-NM_169908.2_1
g9108.t1_1	rna-NM_169033.4_1
g9109.t1_1	rna-NM_141638.3_1
g9110.t1_1	rna-NM_001275486.1_1
g9111.t1_1	rna-NM_001273501.1_1
g9112.t1_1	rna-NM_143094.3_1
g9113.t1_1	rna-NM_001298749.1_1
g9114.t1_1	rna-NM_137006.3_1
g9115.t1_1	rna-NM_170477.3_1
g9116.t1_1	rna-NM_001273763.1_1
g9119.t1_1	rna-NM_135393.3_1
g9120.t1_1	rna-NM_135365.3_1
g9121.t1_1	rna-NM_138200.4_1
g9122.t1_1	rna-NM_080012.4_1
g9123.t1_1	rna-NM_136818.2_1
g9125.t1_1	rna-NM_001275858.1_1
g9126.t1_1	rna-NM_078995.2_1
g9127.t1_1	rna-NM_136121.2_1
g9128.t1_1	rna-NM_132126.3_1
g9129.t1_1	rna-NM_001272677.2_1
g9130.t1_1	rna-NM_001272185.2_1
g9131.t1_1	rna-NM_140063.5_1
g9132.t1_1	rna-NM_132655.3_1
g9133.t2_1	rna-NM_141037.5_1
g9134.t1_1	rna-NM_142510.3_1
g9135.t1_1	rna-NM_001144357.2_1
g9136.t2_1	rna-NM_078676.4_1
g9137.t2_1	rna-NM_142697.4_1
g9139.t1_1	rna-NM_078696.3_1
g9140.t1_1	rna-NM_140325.3_1
g9141.t1_1	rna-NM_140993.4_1
g9144.t1_1	rna-NM_141158.4_1
g9147.t1_1	rna-NM_079894.4_1
g9150.t4_1	rna-NM_164456.3_1
g9151.t1_1	rna-NM_001103890.3_1
g9152.t1_1	rna-NM_001276017.1_1
g9154.t1_1	rna-NM_143412.3_1
g9155.t1_1	rna-NM_001274168.2_1
g9157.t1_1	rna-NM_136577.2_1
g9158.t1_1	rna-NM_001370056.1_1
g9159.t1_1	rna-NM_137384.3_1
g9160.t1_1	rna-NM_137490.3_1
g9161.t1_1	rna-NM_132248.3_1
g9162.t1_1	rna-NM_001297857.1_1
g9163.t1_1	rna-NM_142944.4_1
g9164.t1_1	rna-NM_001273318.1_1
g9165.t1_1	rna-NM_169055.3_1
g9167.t1_1	rna-NM_001032006.2_1
g9170.t1_1	rna-NM_139964.3_1
g9171.t1_1	rna-NM_001170203.1_1
g9172.t1_1	rna-NM_140889.2_1
g9173.t3_1	rna-NM_057695.4_1
g9174.t1_1	rna-NM_142664.2_1
g9175.t1_1	rna-NM_079519.2_1
g9177.t1_1	rna-NM_142698.2_1
g9179.t1_1	rna-NM_140323.2_1
g9180.t1_1	rna-NM_133095.2_1
g9182.t1_1	rna-NM_001259264.2_1
g9183.t1_1	rna-NM_135373.3_1
g9184.t1_1	rna-NM_169482.1_1
g9185.t1_1	rna-NM_141044.4_1
g9186.t1_1	rna-NM_142792.5_1
g9188.t1_1	rna-NM_170428.2_1
g9189.t1_1	rna-NM_001299339.1_1
g9190.t1_1	rna-NM_058012.4_1
g9191.t1_1	rna-NM_136420.4_1
g9193.t2_1	rna-NM_136444.3_1
g9194.t1_1	rna-NM_001273889.1_1
g9195.t1_1	rna-NM_001144174.3_1
g9196.t1_1	rna-NM_166161.2_1
g9201.t1_1	rna-NM_079047.4_1
g9203.t1_1	rna-NM_141932.3_1
g9204.t1_1	rna-NM_080368.4_1
g9206.t1_1	rna-NM_001273958.1_1
g9207.t2_1	rna-NM_080056.6_1
g9208.t1_1	rna-NM_132376.2_1
g9209.t1_1	rna-NM_143414.4_1
g9210.t1_1	rna-NM_001201865.2_1
g9215.t1_1	rna-NM_132479.3_1
g9217.t1_1	rna-NM_001274823.1_1
g9218.t1_1	rna-NM_134682.4_1
g9222.t1_1	rna-NM_136758.3_1
g9223.t2_1	rna-NM_079791.5_1
g9227.t1_1	rna-NM_001038962.3_1
g9228.t1_1	rna-NM_001273238.1_1
g9229.t1_1	rna-NM_001202202.2_1
g9230.t1_1	rna-NM_001276122.1_1
g9231.t2_1	rna-NM_168070.2_1
g9232.t1_1	rna-NM_132528.3_1
g9233.t1_1	rna-NM_167290.3_1
g9234.t1_1	rna-NM_141629.3_1
g9235.t1_1	rna-NM_141820.2_1
g9237.t1_1	rna-NM_141095.3_1
g9238.t1_1	rna-NM_001275965.1_1
g9241.t1_1	rna-NM_001300153.1_1
g9242.t1_1	rna-NM_143947.4_1
g9243.t1_1	rna-NM_079747.3_1
g9249.t1_1	rna-NM_143679.4_1
g9250.t1_1	rna-NM_136695.3_1
g9251.t1_1	rna-NM_080384.4_1
g9255.t1_1	rna-NM_001274401.1_1
g9257.t2_1	rna-NM_137047.3_1
g9258.t1_1	rna-NM_137632.5_1
g9674.t1_1	rna-NM_143496.4_1
g9675.t1_1	rna-NM_164506.4_1
g9679.t1_1	rna-NM_138041.3_1
g9681.t1_1	rna-NM_143372.2_1
g9685.t1_1	rna-NM_001014591.3_1
g9686.t1_1	rna-NM_141620.3_1
g9687.t1_1	rna-NM_001273915.2_1
g9690.t1_1	rna-NM_079707.4_1
g9697.t2_1	rna-NM_142703.3_1
g9706.t1_1	rna-NM_139833.2_1
g9707.t1_1	rna-NM_132791.4_1
g9708.t1_1	rna-NM_001031907.2_1
g9709.t1_1	rna-NM_167998.3_1
g9712.t1_1	rna-NM_136833.2_1
g9713.t1_1	rna-NM_001275770.1_1
g9714.t1_1	rna-NM_168517.3_1
g9716.t1_1	rna-NM_057999.5_1
g9718.t2_1	rna-NM_134643.4_1
g9719.t1_1	rna-NM_001103413.3_1
g9720.t1_1	rna-NM_001170202.2_1
g9723.t1_1	rna-NM_078745.3_1
g9727.t1_1	rna-NM_080302.3_1
g9728.t1_1	rna-NM_001103889.2_1
g9729.t1_1	rna-NM_136942.3_1
g9730.t1_1	rna-NM_176733.4_1
g9732.t1_1	rna-NM_136697.3_1
g9733.t1_1	rna-NM_001299434.1_1
g9734.t1_1	rna-NM_140800.3_1
g9735.t1_1	rna-NM_130612.4_1
g9736.t1_1	rna-NM_001103484.3_1
g9737.t1_1	rna-NM_057935.5_1
g9738.t1_1	rna-NM_136432.2_1
g9739.t1_1	rna-NM_142148.4_1
g9744.t1_1	rna-NM_001274779.1_1
g9745.t1_1	rna-NM_001300446.1_1
g9746.t1_1	rna-NM_166555.3_1
g9747.t1_1	rna-NM_140454.3_1
g9749.t1_1	rna-NM_143522.4_1
g9751.t2_1	rna-NM_144474.1_1
g9753.t1_1	rna-NM_136388.3_1
g9754.t1_1	rna-NM_135261.2_1
g9755.t2_1	rna-NM_001382203.1_1
g9756.t1_1	rna-NM_134578.3_1
g9758.t2_1	rna-NM_079934.3_1
g9759.t1_1	rna-NM_001275512.1_1
g9760.t1_1	rna-NM_001274097.2_1
g9761.t1_1	rna-NM_135891.4_1
g9763.t1_1	rna-NM_137998.3_1
g9764.t1_1	rna-NM_001275707.1_1
g9765.t1_1	rna-NM_130718.5_1
g9766.t1_1	rna-NM_135763.3_1
g9767.t1_1	rna-NM_135700.5_1
g9768.t1_1	rna-NM_135273.5_1
g9770.t1_1	rna-NM_001103745.3_1
g9771.t4_1	rna-NM_079242.3_1
g9772.t1_1	rna-NM_139910.4_1
g9773.t1_1	rna-NM_165481.5_1
g9775.t1_1	rna-NM_139780.3_1
g9776.t2_1	rna-NM_001273323.1_1
g9777.t1_1	rna-NM_139948.4_1
g9778.t2_1	rna-NM_078641.4_1
g9779.t1_1	rna-NM_142215.3_1
g9781.t1_1	rna-NM_140149.3_1
g9782.t1_1	rna-NM_140760.4_1
g9784.t1_1	rna-NM_001169919.2_1
g9785.t2_1	rna-NM_132132.3_1
g9786.t2_1	rna-NM_140519.4_1
g9788.t1_1	rna-NM_001298292.1_1
g9790.t1_1	rna-NM_130562.2_1
g9791.t1_1	rna-NM_001299127.1_1
g9792.t1_1	rna-NM_130621.3_1
g9793.t1_1	rna-NM_079669.3_1
g9795.t1_1	rna-NM_001144438.2_1
g9796.t1_1	rna-NM_132307.4_1
g9797.t1_1	rna-NM_079513.3_1
g9799.t1_1	rna-NM_001103665.2_1
g9800.t1_1	rna-NM_137228.4_1
g9801.t2_1	rna-NM_079268.3_1
g9802.t1_1	rna-NM_137226.4_1
g9803.t1_1	rna-NM_001299855.1_1
g9805.t1_1	rna-NM_001275452.1_1
g9806.t1_1	rna-NM_141557.2_1
g9807.t1_1	rna-NM_141308.3_1
g9809.t1_1	rna-NM_140198.3_1
g9811.t1_1	rna-NM_001275325.1_1
