chromosome,A_obtectus,B_siliquastri,C_chinensis,C_maculatus,four_way_OG_ID,pairs_OG_IDs_lists
A,rna-AOBTE_LOCUS9880,BRAKERILHT00000002664,CALCHIM00000033496,g12235.t2,1921,"['B_siliquastri_C_maculatus_A-linked_ortholog_1970', 'A_obtectus_C_chinensis_A-linked_ortholog_2386', 'A_obtectus_B_siliquastri_A-linked_ortholog_2297', 'B_siliquastri_C_chinensis_A-linked_ortholog_2130', 'C_chinensis_C_maculatus_A-linked_ortholog_7136', 'A_obtectus_C_maculatus_A-linked_ortholog_2168']"
A,rna-AOBTE_LOCUS9886,BRAKERILHT00000004110,CALCHIM00000033483,g12182.t1,1922,"['B_siliquastri_C_maculatus_A-linked_ortholog_1975', 'A_obtectus_C_chinensis_A-linked_ortholog_2390', 'A_obtectus_B_siliquastri_A-linked_ortholog_2299', 'B_siliquastri_C_chinensis_A-linked_ortholog_2134', 'C_chinensis_C_maculatus_A-linked_ortholog_7131', 'A_obtectus_C_maculatus_A-linked_ortholog_2172']"
A,rna-AOBTE_LOCUS9902,BRAKERILHT00000007051,CALCHIM00000021314,g13020.t1,1923,"['B_siliquastri_C_maculatus_A-linked_ortholog_3906', 'A_obtectus_C_chinensis_A-linked_ortholog_2392', 'A_obtectus_B_siliquastri_A-linked_ortholog_2303', 'B_siliquastri_C_chinensis_A-linked_ortholog_4207', 'C_chinensis_C_maculatus_A-linked_ortholog_2156', 'A_obtectus_C_maculatus_A-linked_ortholog_2173']"
A,rna-AOBTE_LOCUS9914-4,BRAKERILHT00000008328,CALCHIM00000036627,g12756.t1,1924,"['B_siliquastri_C_maculatus_A-linked_ortholog_3775', 'A_obtectus_C_chinensis_A-linked_ortholog_2395', 'A_obtectus_B_siliquastri_A-linked_ortholog_2306', 'B_siliquastri_C_chinensis_A-linked_ortholog_4070', 'C_chinensis_C_maculatus_A-linked_ortholog_9186', 'A_obtectus_C_maculatus_A-linked_ortholog_2176']"
A,rna-AOBTE_LOCUS9916-2,BRAKERILHT00000006542,CALCHIM00000055164,g12753.t1,1925,"['B_siliquastri_C_maculatus_A-linked_ortholog_3773', 'A_obtectus_C_chinensis_A-linked_ortholog_2396', 'A_obtectus_B_siliquastri_A-linked_ortholog_2308', 'B_siliquastri_C_chinensis_A-linked_ortholog_4068', 'C_chinensis_C_maculatus_A-linked_ortholog_5004', 'A_obtectus_C_maculatus_A-linked_ortholog_2178']"
A,rna-AOBTE_LOCUS9923-3,BRAKERILHT00000008065,CALCHIM00000011432,g12760.t1,1926,"['B_siliquastri_C_maculatus_A-linked_ortholog_3777', 'A_obtectus_C_chinensis_A-linked_ortholog_2398', 'A_obtectus_B_siliquastri_A-linked_ortholog_2310', 'B_siliquastri_C_chinensis_A-linked_ortholog_4072', 'C_chinensis_C_maculatus_A-linked_ortholog_7753', 'A_obtectus_C_maculatus_A-linked_ortholog_2179']"
A,rna-AOBTE_LOCUS9928,BRAKERILHT00000006991,CALCHIM00000012441,g4923.t1,1927,"['B_siliquastri_C_maculatus_A-linked_ortholog_3741', 'A_obtectus_C_chinensis_A-linked_ortholog_2402', 'A_obtectus_B_siliquastri_A-linked_ortholog_2312', 'B_siliquastri_C_chinensis_A-linked_ortholog_4036', 'C_chinensis_C_maculatus_A-linked_ortholog_9148', 'A_obtectus_C_maculatus_A-linked_ortholog_2180']"
A,rna-AOBTE_LOCUS9929-2,BRAKERILHT00000008390,CALCHIM00000012984,g4922.t1,1928,"['B_siliquastri_C_maculatus_A-linked_ortholog_3742', 'A_obtectus_C_chinensis_A-linked_ortholog_2403', 'A_obtectus_B_siliquastri_A-linked_ortholog_2313', 'B_siliquastri_C_chinensis_A-linked_ortholog_4037', 'C_chinensis_C_maculatus_A-linked_ortholog_8594', 'A_obtectus_C_maculatus_A-linked_ortholog_2181']"
A,rna-AOBTE_LOCUS9935,BRAKERILHT00000008456,CALCHIM00000014081,g4920.t1,1929,"['B_siliquastri_C_maculatus_A-linked_ortholog_3744', 'A_obtectus_C_chinensis_A-linked_ortholog_2406', 'A_obtectus_B_siliquastri_A-linked_ortholog_2315', 'B_siliquastri_C_chinensis_A-linked_ortholog_4039', 'C_chinensis_C_maculatus_A-linked_ortholog_3884', 'A_obtectus_C_maculatus_A-linked_ortholog_2182']"
A,rna-AOBTE_LOCUS9937-2,BRAKERILHT00000007219,CALCHIM00000058746,g4918.t1,1930,"['B_siliquastri_C_maculatus_A-linked_ortholog_3746', 'A_obtectus_C_chinensis_A-linked_ortholog_2407', 'A_obtectus_B_siliquastri_A-linked_ortholog_2317', 'B_siliquastri_C_chinensis_A-linked_ortholog_4040', 'C_chinensis_C_maculatus_A-linked_ortholog_7056', 'A_obtectus_C_maculatus_A-linked_ortholog_2184']"
A,rna-AOBTE_LOCUS9939-2,BRAKERILHT00000006767,CALCHIM00000015585,g4917.t1,1931,"['B_siliquastri_C_maculatus_A-linked_ortholog_3747', 'A_obtectus_C_chinensis_A-linked_ortholog_2408', 'A_obtectus_B_siliquastri_A-linked_ortholog_2318', 'B_siliquastri_C_chinensis_A-linked_ortholog_4041', 'C_chinensis_C_maculatus_A-linked_ortholog_7012', 'A_obtectus_C_maculatus_A-linked_ortholog_2185']"
A,rna-AOBTE_LOCUS9940,BRAKERILHT00000006811,CALCHIM00000058732,g4911.t1,1932,"['B_siliquastri_C_maculatus_A-linked_ortholog_3752', 'A_obtectus_C_chinensis_A-linked_ortholog_2409', 'A_obtectus_B_siliquastri_A-linked_ortholog_2319', 'B_siliquastri_C_chinensis_A-linked_ortholog_4046', 'C_chinensis_C_maculatus_A-linked_ortholog_7050', 'A_obtectus_C_maculatus_A-linked_ortholog_2186']"
A,rna-AOBTE_LOCUS9941,BRAKERILHT00000007340,CALCHIM00000058734,g4912.t1,1933,"['B_siliquastri_C_maculatus_A-linked_ortholog_3751', 'A_obtectus_C_chinensis_A-linked_ortholog_2410', 'A_obtectus_B_siliquastri_A-linked_ortholog_2320', 'B_siliquastri_C_chinensis_A-linked_ortholog_4045', 'C_chinensis_C_maculatus_A-linked_ortholog_7051', 'A_obtectus_C_maculatus_A-linked_ortholog_2187']"
A,rna-AOBTE_LOCUS9942,BRAKERILHT00000008145,CALCHIM00000058737,g4913.t1,1934,"['B_siliquastri_C_maculatus_A-linked_ortholog_3750', 'A_obtectus_C_chinensis_A-linked_ortholog_2411', 'A_obtectus_B_siliquastri_A-linked_ortholog_2321', 'B_siliquastri_C_chinensis_A-linked_ortholog_4044', 'C_chinensis_C_maculatus_A-linked_ortholog_7052', 'A_obtectus_C_maculatus_A-linked_ortholog_2188']"
A,rna-AOBTE_LOCUS9944,BRAKERILHT00000007800,CALCHIM00000058740,g4915.t1,1935,"['B_siliquastri_C_maculatus_A-linked_ortholog_3749', 'A_obtectus_C_chinensis_A-linked_ortholog_2412', 'A_obtectus_B_siliquastri_A-linked_ortholog_2322', 'B_siliquastri_C_chinensis_A-linked_ortholog_4043', 'C_chinensis_C_maculatus_A-linked_ortholog_7054', 'A_obtectus_C_maculatus_A-linked_ortholog_2189']"
A,rna-AOBTE_LOCUS9945,BRAKERILHT00000006638,CALCHIM00000058743,g4916.t1,1936,"['B_siliquastri_C_maculatus_A-linked_ortholog_3748', 'A_obtectus_C_chinensis_A-linked_ortholog_2413', 'A_obtectus_B_siliquastri_A-linked_ortholog_2323', 'B_siliquastri_C_chinensis_A-linked_ortholog_4042', 'C_chinensis_C_maculatus_A-linked_ortholog_7055', 'A_obtectus_C_maculatus_A-linked_ortholog_2190']"
A,rna-AOBTE_LOCUS9946,BRAKERILHT00000008100,CALCHIM00000058726,g12840.t1,1937,"['B_siliquastri_C_maculatus_A-linked_ortholog_3753', 'A_obtectus_C_chinensis_A-linked_ortholog_2414', 'A_obtectus_B_siliquastri_A-linked_ortholog_2324', 'B_siliquastri_C_chinensis_A-linked_ortholog_4047', 'C_chinensis_C_maculatus_A-linked_ortholog_7049', 'A_obtectus_C_maculatus_A-linked_ortholog_2191']"
A,rna-AOBTE_LOCUS9947,BRAKERILHT00000007540,CALCHIM00000058723,g12839.t1,1938,"['B_siliquastri_C_maculatus_A-linked_ortholog_3754', 'A_obtectus_C_chinensis_A-linked_ortholog_2415', 'A_obtectus_B_siliquastri_A-linked_ortholog_2325', 'B_siliquastri_C_chinensis_A-linked_ortholog_4048', 'C_chinensis_C_maculatus_A-linked_ortholog_7048', 'A_obtectus_C_maculatus_A-linked_ortholog_2192']"
A,rna-AOBTE_LOCUS9948,BRAKERILHT00000007127,CALCHIM00000058721,g12838.t1,1939,"['B_siliquastri_C_maculatus_A-linked_ortholog_3755', 'A_obtectus_C_chinensis_A-linked_ortholog_2416', 'A_obtectus_B_siliquastri_A-linked_ortholog_2326', 'B_siliquastri_C_chinensis_A-linked_ortholog_4049', 'C_chinensis_C_maculatus_A-linked_ortholog_7047', 'A_obtectus_C_maculatus_A-linked_ortholog_2193']"
A,rna-AOBTE_LOCUS9951-2,BRAKERILHT00000006742,CALCHIM00000007498,g12836.t1,1940,"['B_siliquastri_C_maculatus_A-linked_ortholog_3757', 'A_obtectus_C_chinensis_A-linked_ortholog_2418', 'A_obtectus_B_siliquastri_A-linked_ortholog_2327', 'B_siliquastri_C_chinensis_A-linked_ortholog_4051', 'C_chinensis_C_maculatus_A-linked_ortholog_8943', 'A_obtectus_C_maculatus_A-linked_ortholog_2195']"
A,rna-AOBTE_LOCUS9952-2,BRAKERILHT00000007237,CALCHIM00000055213,g12736.t1,1941,"['B_siliquastri_C_maculatus_A-linked_ortholog_3758', 'A_obtectus_C_chinensis_A-linked_ortholog_2419', 'A_obtectus_B_siliquastri_A-linked_ortholog_2328', 'B_siliquastri_C_chinensis_A-linked_ortholog_4052', 'C_chinensis_C_maculatus_A-linked_ortholog_5018', 'A_obtectus_C_maculatus_A-linked_ortholog_2196']"
A,rna-AOBTE_LOCUS9953-2,BRAKERILHT00000007750,CALCHIM00000024319,g12765.t1,1942,"['B_siliquastri_C_maculatus_A-linked_ortholog_3782', 'A_obtectus_B_siliquastri_A-linked_ortholog_2329', 'A_obtectus_C_maculatus_A-linked_ortholog_2197']"
A,rna-AOBTE_LOCUS9954-5,BRAKERILHT00000007288,CALCHIM00000024320,g12764.t1,1943,"['B_siliquastri_C_maculatus_A-linked_ortholog_3781', 'A_obtectus_B_siliquastri_A-linked_ortholog_2330', 'A_obtectus_C_maculatus_A-linked_ortholog_2198']"
A,rna-AOBTE_LOCUS9957,BRAKERILHT00000007840,CALCHIM00000011442,g12762.t1,1944,"['B_siliquastri_C_maculatus_A-linked_ortholog_3779', 'A_obtectus_C_chinensis_A-linked_ortholog_2421', 'A_obtectus_B_siliquastri_A-linked_ortholog_2333', 'B_siliquastri_C_chinensis_A-linked_ortholog_4074', 'C_chinensis_C_maculatus_A-linked_ortholog_7755', 'A_obtectus_C_maculatus_A-linked_ortholog_2200']"
A,rna-AOBTE_LOCUS9958,BRAKERILHT00000007444,CALCHIM00000011438,g12761.t1,1945,"['B_siliquastri_C_maculatus_A-linked_ortholog_3778', 'A_obtectus_C_chinensis_A-linked_ortholog_2422', 'A_obtectus_B_siliquastri_A-linked_ortholog_2334', 'B_siliquastri_C_chinensis_A-linked_ortholog_4073', 'C_chinensis_C_maculatus_A-linked_ortholog_7754', 'A_obtectus_C_maculatus_A-linked_ortholog_2201']"
A,rna-AOBTE_LOCUS9959,BRAKERILHT00000006776,CALCHIM00000012404,g3111.t1,1946,"['B_siliquastri_C_maculatus_A-linked_ortholog_4208', 'A_obtectus_C_chinensis_A-linked_ortholog_2423', 'A_obtectus_B_siliquastri_A-linked_ortholog_2335', 'B_siliquastri_C_chinensis_A-linked_ortholog_4523', 'C_chinensis_C_maculatus_A-linked_ortholog_3563', 'A_obtectus_C_maculatus_A-linked_ortholog_2202']"
A,rna-AOBTE_LOCUS9961-2,BRAKERILHT00000007182,CALCHIM00000055181,g12747.t1,1947,"['B_siliquastri_C_maculatus_A-linked_ortholog_3768', 'A_obtectus_C_chinensis_A-linked_ortholog_2425', 'A_obtectus_B_siliquastri_A-linked_ortholog_2336', 'B_siliquastri_C_chinensis_A-linked_ortholog_4062', 'C_chinensis_C_maculatus_A-linked_ortholog_5009', 'A_obtectus_C_maculatus_A-linked_ortholog_2203']"
A,rna-AOBTE_LOCUS9962-2,BRAKERILHT00000008221,CALCHIM00000055185,g12748.t1,1948,"['B_siliquastri_C_maculatus_A-linked_ortholog_3767', 'A_obtectus_C_chinensis_A-linked_ortholog_2426', 'A_obtectus_B_siliquastri_A-linked_ortholog_2337', 'B_siliquastri_C_chinensis_A-linked_ortholog_4061', 'C_chinensis_C_maculatus_A-linked_ortholog_5010', 'A_obtectus_C_maculatus_A-linked_ortholog_2204']"
A,rna-AOBTE_LOCUS9964,BRAKERILHT00000007602,CALCHIM00000055177,g12749.t1,1949,"['B_siliquastri_C_maculatus_A-linked_ortholog_3769', 'A_obtectus_C_chinensis_A-linked_ortholog_2427', 'A_obtectus_B_siliquastri_A-linked_ortholog_2338', 'B_siliquastri_C_chinensis_A-linked_ortholog_4063', 'C_chinensis_C_maculatus_A-linked_ortholog_5008', 'A_obtectus_C_maculatus_A-linked_ortholog_2205']"
A,rna-AOBTE_LOCUS9965,BRAKERILHT00000008160,CALCHIM00000055174,g12750.t1,1950,"['B_siliquastri_C_maculatus_A-linked_ortholog_3770', 'A_obtectus_C_chinensis_A-linked_ortholog_2428', 'A_obtectus_B_siliquastri_A-linked_ortholog_2339', 'B_siliquastri_C_chinensis_A-linked_ortholog_4064', 'C_chinensis_C_maculatus_A-linked_ortholog_5007', 'A_obtectus_C_maculatus_A-linked_ortholog_2206']"
A,rna-AOBTE_LOCUS9969,BRAKERILHT00000007967,CALCHIM00000055168,g12752.t1,1951,"['B_siliquastri_C_maculatus_A-linked_ortholog_3772', 'A_obtectus_C_chinensis_A-linked_ortholog_2430', 'A_obtectus_B_siliquastri_A-linked_ortholog_2341', 'B_siliquastri_C_chinensis_A-linked_ortholog_4067', 'C_chinensis_C_maculatus_A-linked_ortholog_5005', 'A_obtectus_C_maculatus_A-linked_ortholog_2207']"
A,rna-AOBTE_LOCUS9972,BRAKERILHT00000007203,CALCHIM00000030851,g4926.t1,1952,"['B_siliquastri_C_maculatus_A-linked_ortholog_3738', 'A_obtectus_C_chinensis_A-linked_ortholog_2433', 'A_obtectus_B_siliquastri_A-linked_ortholog_2344', 'B_siliquastri_C_chinensis_A-linked_ortholog_4031', 'C_chinensis_C_maculatus_A-linked_ortholog_7722', 'A_obtectus_C_maculatus_A-linked_ortholog_2209']"
A,rna-AOBTE_LOCUS9973,BRAKERILHT00000006662,CALCHIM00000030839,g4927.t2,1953,"['B_siliquastri_C_maculatus_A-linked_ortholog_3737', 'A_obtectus_C_chinensis_A-linked_ortholog_2434', 'A_obtectus_B_siliquastri_A-linked_ortholog_2345', 'B_siliquastri_C_chinensis_A-linked_ortholog_4030', 'C_chinensis_C_maculatus_A-linked_ortholog_7721', 'A_obtectus_C_maculatus_A-linked_ortholog_2210']"
A,rna-AOBTE_LOCUS9975,BRAKERILHT00000006666,CALCHIM00000029546,g4928.t1,1954,"['B_siliquastri_C_maculatus_A-linked_ortholog_3736', 'A_obtectus_C_chinensis_A-linked_ortholog_2435', 'A_obtectus_B_siliquastri_A-linked_ortholog_2346', 'B_siliquastri_C_chinensis_A-linked_ortholog_4029', 'C_chinensis_C_maculatus_A-linked_ortholog_9067', 'A_obtectus_C_maculatus_A-linked_ortholog_2211']"
A,rna-AOBTE_LOCUS9976,BRAKERILHT00000008094,CALCHIM00000030836,g4929.t1,1955,"['B_siliquastri_C_maculatus_A-linked_ortholog_3735', 'A_obtectus_C_chinensis_A-linked_ortholog_2436', 'A_obtectus_B_siliquastri_A-linked_ortholog_2347', 'B_siliquastri_C_chinensis_A-linked_ortholog_4028', 'C_chinensis_C_maculatus_A-linked_ortholog_7720', 'A_obtectus_C_maculatus_A-linked_ortholog_2212']"
A,rna-AOBTE_LOCUS9977,BRAKERILHT00000007520,CALCHIM00000030833,g4930.t1,1956,"['B_siliquastri_C_maculatus_A-linked_ortholog_3734', 'A_obtectus_C_chinensis_A-linked_ortholog_2437', 'A_obtectus_B_siliquastri_A-linked_ortholog_2348', 'B_siliquastri_C_chinensis_A-linked_ortholog_4027', 'C_chinensis_C_maculatus_A-linked_ortholog_7719', 'A_obtectus_C_maculatus_A-linked_ortholog_2213']"
A,rna-AOBTE_LOCUS9980-2,BRAKERILHT00000006860,CALCHIM00000030828,g4931.t1,1957,"['B_siliquastri_C_maculatus_A-linked_ortholog_3733', 'A_obtectus_C_chinensis_A-linked_ortholog_2440', 'A_obtectus_B_siliquastri_A-linked_ortholog_2350', 'B_siliquastri_C_chinensis_A-linked_ortholog_4025', 'C_chinensis_C_maculatus_A-linked_ortholog_7718', 'A_obtectus_C_maculatus_A-linked_ortholog_2214']"
A,rna-AOBTE_LOCUS9981-4,BRAKERILHT00000007850,CALCHIM00000001041,g4933.t2,1958,"['B_siliquastri_C_maculatus_A-linked_ortholog_3731', 'A_obtectus_C_chinensis_A-linked_ortholog_2441', 'A_obtectus_B_siliquastri_A-linked_ortholog_2351', 'B_siliquastri_C_chinensis_A-linked_ortholog_4023', 'C_chinensis_C_maculatus_A-linked_ortholog_9207', 'A_obtectus_C_maculatus_A-linked_ortholog_2215']"
A,rna-AOBTE_LOCUS9983-2,BRAKERILHT00000008311,CALCHIM00000001044,g4932.t1,1959,"['B_siliquastri_C_maculatus_A-linked_ortholog_3732', 'A_obtectus_C_chinensis_A-linked_ortholog_2442', 'A_obtectus_B_siliquastri_A-linked_ortholog_2352', 'B_siliquastri_C_chinensis_A-linked_ortholog_4024', 'C_chinensis_C_maculatus_A-linked_ortholog_9208', 'A_obtectus_C_maculatus_A-linked_ortholog_2216']"
A,rna-AOBTE_LOCUS9987-2,BRAKERILHT00000008212,CALCHIM00000015788,g12913.t1,1960,"['B_siliquastri_C_maculatus_A-linked_ortholog_3400', 'A_obtectus_C_chinensis_A-linked_ortholog_2443', 'A_obtectus_B_siliquastri_A-linked_ortholog_2353', 'B_siliquastri_C_chinensis_A-linked_ortholog_3679', 'C_chinensis_C_maculatus_A-linked_ortholog_5444', 'A_obtectus_C_maculatus_A-linked_ortholog_2217']"
A,rna-AOBTE_LOCUS9993,BRAKERILHT00000008344,CALCHIM00000044560,g12683.t1,1961,"['B_siliquastri_C_maculatus_A-linked_ortholog_3594', 'A_obtectus_C_chinensis_A-linked_ortholog_2445', 'A_obtectus_B_siliquastri_A-linked_ortholog_2355', 'B_siliquastri_C_chinensis_A-linked_ortholog_3881', 'C_chinensis_C_maculatus_A-linked_ortholog_1709', 'A_obtectus_C_maculatus_A-linked_ortholog_2218']"
A,rna-AOBTE_LOCUS9995-2,BRAKERILHT00000006964,CALCHIM00000044557,g12686.t1,1962,"['B_siliquastri_C_maculatus_A-linked_ortholog_3597', 'A_obtectus_C_chinensis_A-linked_ortholog_2447', 'A_obtectus_B_siliquastri_A-linked_ortholog_2357', 'B_siliquastri_C_chinensis_A-linked_ortholog_3883', 'C_chinensis_C_maculatus_A-linked_ortholog_1707', 'A_obtectus_C_maculatus_A-linked_ortholog_2220']"
A,rna-AOBTE_LOCUS9998,BRAKERILHT00000008098,CALCHIM00000044535,g12693.t1,1963,"['B_siliquastri_C_maculatus_A-linked_ortholog_3604', 'A_obtectus_C_chinensis_A-linked_ortholog_2448', 'A_obtectus_B_siliquastri_A-linked_ortholog_2358', 'B_siliquastri_C_chinensis_A-linked_ortholog_3890', 'C_chinensis_C_maculatus_A-linked_ortholog_1701', 'A_obtectus_C_maculatus_A-linked_ortholog_2221']"
A,rna-AOBTE_LOCUS9999,BRAKERILHT00000008224,CALCHIM00000044536,g12692.t1,1964,"['B_siliquastri_C_maculatus_A-linked_ortholog_3603', 'A_obtectus_C_chinensis_A-linked_ortholog_2449', 'A_obtectus_B_siliquastri_A-linked_ortholog_2359', 'B_siliquastri_C_chinensis_A-linked_ortholog_3889', 'C_chinensis_C_maculatus_A-linked_ortholog_1702', 'A_obtectus_C_maculatus_A-linked_ortholog_2222']"
A,rna-AOBTE_LOCUS10001,BRAKERILHT00000007684,CALCHIM00000044545,g12688.t1,1965,"['B_siliquastri_C_maculatus_A-linked_ortholog_3599', 'A_obtectus_C_chinensis_A-linked_ortholog_2450', 'A_obtectus_B_siliquastri_A-linked_ortholog_2360', 'B_siliquastri_C_chinensis_A-linked_ortholog_3885', 'C_chinensis_C_maculatus_A-linked_ortholog_1706', 'A_obtectus_C_maculatus_A-linked_ortholog_2223']"
A,rna-AOBTE_LOCUS10003,BRAKERILHT00000007812,CALCHIM00000044544,g12689.t1,1966,"['B_siliquastri_C_maculatus_A-linked_ortholog_3600', 'A_obtectus_C_chinensis_A-linked_ortholog_2451', 'A_obtectus_B_siliquastri_A-linked_ortholog_2361', 'B_siliquastri_C_chinensis_A-linked_ortholog_3886', 'C_chinensis_C_maculatus_A-linked_ortholog_1705', 'A_obtectus_C_maculatus_A-linked_ortholog_2224']"
A,rna-AOBTE_LOCUS10002-11,BRAKERILHT00000007216,CALCHIM00000044540,g12690.t2,1967,"['B_siliquastri_C_maculatus_A-linked_ortholog_3601', 'A_obtectus_C_chinensis_A-linked_ortholog_2452', 'A_obtectus_B_siliquastri_A-linked_ortholog_2362', 'B_siliquastri_C_chinensis_A-linked_ortholog_3887', 'C_chinensis_C_maculatus_A-linked_ortholog_1704', 'A_obtectus_C_maculatus_A-linked_ortholog_2225']"
A,rna-AOBTE_LOCUS10004,BRAKERILHT00000006722,CALCHIM00000044537,g12691.t1,1968,"['B_siliquastri_C_maculatus_A-linked_ortholog_3602', 'A_obtectus_C_chinensis_A-linked_ortholog_2453', 'A_obtectus_B_siliquastri_A-linked_ortholog_2363', 'B_siliquastri_C_chinensis_A-linked_ortholog_3888', 'C_chinensis_C_maculatus_A-linked_ortholog_1703', 'A_obtectus_C_maculatus_A-linked_ortholog_2226']"
A,rna-AOBTE_LOCUS10005,BRAKERILHT00000007543,CALCHIM00000044533,g12694.t1,1969,"['B_siliquastri_C_maculatus_A-linked_ortholog_3605', 'A_obtectus_C_chinensis_A-linked_ortholog_2454', 'A_obtectus_B_siliquastri_A-linked_ortholog_2364', 'B_siliquastri_C_chinensis_A-linked_ortholog_3891', 'C_chinensis_C_maculatus_A-linked_ortholog_1700', 'A_obtectus_C_maculatus_A-linked_ortholog_2227']"
A,rna-AOBTE_LOCUS10006,BRAKERILHT00000006907,CALCHIM00000044530,g12695.t1,1970,"['B_siliquastri_C_maculatus_A-linked_ortholog_3606', 'A_obtectus_C_chinensis_A-linked_ortholog_2455', 'A_obtectus_B_siliquastri_A-linked_ortholog_2365', 'B_siliquastri_C_chinensis_A-linked_ortholog_3892', 'C_chinensis_C_maculatus_A-linked_ortholog_1699', 'A_obtectus_C_maculatus_A-linked_ortholog_2228']"
A,rna-AOBTE_LOCUS10007,BRAKERILHT00000007891,CALCHIM00000044517,g12698.t1,1971,"['B_siliquastri_C_maculatus_A-linked_ortholog_3608', 'A_obtectus_C_chinensis_A-linked_ortholog_2456', 'A_obtectus_B_siliquastri_A-linked_ortholog_2366', 'B_siliquastri_C_chinensis_A-linked_ortholog_3894', 'C_chinensis_C_maculatus_A-linked_ortholog_1697', 'A_obtectus_C_maculatus_A-linked_ortholog_2229']"
A,rna-AOBTE_LOCUS10008,BRAKERILHT00000006967,CALCHIM00000044514,g12699.t1,1972,"['B_siliquastri_C_maculatus_A-linked_ortholog_3609', 'A_obtectus_C_chinensis_A-linked_ortholog_2457', 'A_obtectus_B_siliquastri_A-linked_ortholog_2367', 'B_siliquastri_C_chinensis_A-linked_ortholog_3895', 'C_chinensis_C_maculatus_A-linked_ortholog_1696', 'A_obtectus_C_maculatus_A-linked_ortholog_2230']"
A,rna-AOBTE_LOCUS10009-2,BRAKERILHT00000008415,CALCHIM00000044511,g12700.t2,1973,"['B_siliquastri_C_maculatus_A-linked_ortholog_3610', 'A_obtectus_C_chinensis_A-linked_ortholog_2458', 'A_obtectus_B_siliquastri_A-linked_ortholog_2368', 'B_siliquastri_C_chinensis_A-linked_ortholog_3896', 'C_chinensis_C_maculatus_A-linked_ortholog_1695', 'A_obtectus_C_maculatus_A-linked_ortholog_2231']"
A,rna-AOBTE_LOCUS10013,BRAKERILHT00000007531,CALCHIM00000044498,g12703.t1,1974,"['B_siliquastri_C_maculatus_A-linked_ortholog_3613', 'A_obtectus_C_chinensis_A-linked_ortholog_2461', 'A_obtectus_B_siliquastri_A-linked_ortholog_2370', 'B_siliquastri_C_chinensis_A-linked_ortholog_3900', 'C_chinensis_C_maculatus_A-linked_ortholog_1691', 'A_obtectus_C_maculatus_A-linked_ortholog_2234']"
A,rna-AOBTE_LOCUS10021-2,BRAKERILHT00000006760,CALCHIM00000044496,g12705.t2,1975,"['B_siliquastri_C_maculatus_A-linked_ortholog_3614', 'A_obtectus_C_chinensis_A-linked_ortholog_2463', 'A_obtectus_B_siliquastri_A-linked_ortholog_2372', 'B_siliquastri_C_chinensis_A-linked_ortholog_3901', 'C_chinensis_C_maculatus_A-linked_ortholog_1690', 'A_obtectus_C_maculatus_A-linked_ortholog_2236']"
A,rna-AOBTE_LOCUS10022,BRAKERILHT00000008348,CALCHIM00000044495,g12706.t1,1976,"['B_siliquastri_C_maculatus_A-linked_ortholog_3615', 'A_obtectus_C_chinensis_A-linked_ortholog_2464', 'A_obtectus_B_siliquastri_A-linked_ortholog_2373', 'B_siliquastri_C_chinensis_A-linked_ortholog_3902', 'C_chinensis_C_maculatus_A-linked_ortholog_1689', 'A_obtectus_C_maculatus_A-linked_ortholog_2237']"
A,rna-AOBTE_LOCUS10024,BRAKERILHT00000008148,CALCHIM00000044492,g12707.t1,1977,"['B_siliquastri_C_maculatus_A-linked_ortholog_3616', 'A_obtectus_C_chinensis_A-linked_ortholog_2465', 'A_obtectus_B_siliquastri_A-linked_ortholog_2374', 'B_siliquastri_C_chinensis_A-linked_ortholog_3903', 'C_chinensis_C_maculatus_A-linked_ortholog_1688', 'A_obtectus_C_maculatus_A-linked_ortholog_2238']"
A,rna-AOBTE_LOCUS10025-2,BRAKERILHT00000007714,CALCHIM00000044486,g12708.t1,1978,"['B_siliquastri_C_maculatus_A-linked_ortholog_3617', 'A_obtectus_C_chinensis_A-linked_ortholog_2466', 'A_obtectus_B_siliquastri_A-linked_ortholog_2375', 'B_siliquastri_C_chinensis_A-linked_ortholog_3904', 'C_chinensis_C_maculatus_A-linked_ortholog_1687', 'A_obtectus_C_maculatus_A-linked_ortholog_2239']"
A,rna-AOBTE_LOCUS10026,BRAKERILHT00000007605,CALCHIM00000044484,g12709.t1,1979,"['B_siliquastri_C_maculatus_A-linked_ortholog_3618', 'A_obtectus_C_chinensis_A-linked_ortholog_2467', 'A_obtectus_B_siliquastri_A-linked_ortholog_2376', 'B_siliquastri_C_chinensis_A-linked_ortholog_3905', 'C_chinensis_C_maculatus_A-linked_ortholog_1686', 'A_obtectus_C_maculatus_A-linked_ortholog_2240']"
